,pred_summary_score,my_pred_summary_score
256,"(0.7482993197278911, 0.6917808219178082)","[0.7741935483870968, 0.6666666666666666, 0.6857142857142857]"
257,"(0.5723905723905724, 0.5084745762711865)","[0.6176470588235294, 0.525, 0.5412371134020619]"
258,"(0.4490644490644491, 0.25052192066805845)","[0.45454545454545453, 0.3383458646616541, 0.3565768621236133]"
259,"(0.30409356725146197, 0.18934911242603553)","[0.34, 0.29310344827586204, 0.30141843971631205]"
260,"(0.46296296296296297, 0.2616822429906542)","[0.3898305084745763, 0.42592592592592593, 0.41818181818181827]"
261,"(0.5426136363636364, 0.41880341880341876)","[0.4810126582278481, 0.4444444444444444, 0.4513064133016627]"
262,"(0.5195876288659794, 0.3768115942028986)","[0.41739130434782606, 0.38095238095238093, 0.38772213247172865]"
263,"(0.5764499121265377, 0.43738977072310403)","[0.4652777777777778, 0.5775862068965517, 0.5509868421052632]"
264,"(0.48, 0.3131313131313131)","[0.5306122448979592, 0.4, 0.42071197411003236]"
265,"(0.4121212121212121, 0.2331288343558282)","[0.3333333333333333, 0.39473684210526316, 0.38071065989847713]"
266,"(0.6696035242290749, 0.5955555555555555)","[0.6909090909090909, 0.7169811320754716, 0.7116104868913857]"
267,"(0.5771812080536913, 0.5)","[0.7, 0.44680851063829785, 0.48165137614678905]"
268,"(0.5491803278688525, 0.42975206611570244)","[0.4067796610169492, 0.5454545454545454, 0.5106382978723404]"
269,"(0.485207100591716, 0.31137724550898205)","[0.4, 0.47368421052631576, 0.4568527918781725]"
270,"(0.676923076923077, 0.5482625482625483)","[0.5363636363636364, 0.6344086021505376, 0.6120331950207468]"
271,"(0.6508875739644971, 0.5389221556886228)","[0.5681818181818182, 0.6097560975609756, 0.6009615384615384]"
272,"(0.4318181818181818, 0.3053435114503817)","[0.38235294117647056, 0.37681159420289856, 0.3779069767441861]"
273,"(0.5294117647058824, 0.45238095238095233)","[0.5918367346938775, 0.5918367346938775, 0.5918367346938775]"
274,"(0.9204545454545455, 0.9043280182232346)","[0.9657534246575342, 0.88125, 0.8969465648854961]"
275,"(0.5741935483870968, 0.44805194805194803)","[0.46511627906976744, 0.5633802816901409, 0.5405405405405406]"
276,"(0.49746192893401014, 0.23589743589743592)","[0.3157894736842105, 0.36, 0.3501945525291829]"
277,"(0.48128342245989303, 0.34594594594594597)","[0.5476190476190477, 0.48936170212765956, 0.49999999999999994]"
278,"(0.7177914110429447, 0.6604938271604938)","[0.6944444444444444, 0.7142857142857143, 0.7102272727272727]"
279,"(0.601156069364162, 0.4289855072463768)","[0.4928571428571429, 0.49640287769784175, 0.4956896551724138]"
280,"(0.6310679611650486, 0.5882352941176471)","[0.4666666666666667, 0.717948717948718, 0.6481481481481481]"
281,"(0.5101010101010102, 0.34010152284263956)","[0.4883720930232558, 0.45652173913043476, 0.46255506607929514]"
282,"(0.6078431372549019, 0.4554455445544554)","[0.5357142857142857, 0.6521739130434783, 0.625]"
283,"(0.643298969072165, 0.5590062111801242)","[0.6698113207547169, 0.6068376068376068, 0.6184668989547039]"
284,"(0.7692307692307692, 0.7397260273972605)","[0.7457627118644068, 0.8627450980392157, 0.8365019011406845]"
285,"(0.5142857142857143, 0.4519230769230769)","[0.47692307692307695, 0.6326530612244898, 0.5938697318007662]"
286,"(0.7544483985765124, 0.6953405017921146)","[0.7534246575342466, 0.8333333333333334, 0.8160237388724035]"
287,"(0.6461538461538462, 0.5263157894736842)","[0.5915492957746479, 0.5185185185185185, 0.5316455696202531]"
288,"(0.5372168284789643, 0.31921824104234525)","[0.4266666666666667, 0.4155844155844156, 0.4177545691906005]"
289,"(0.6358381502890172, 0.5847953216374269)","[0.5660377358490566, 0.6818181818181818, 0.6550218340611353]"
290,"(0.5042979942693411, 0.37463976945244953)","[0.3490566037735849, 0.5522388059701493, 0.49465240641711233]"
291,"(0.6369863013698629, 0.5310344827586208)","[0.5921052631578947, 0.5769230769230769, 0.5798969072164949]"
292,"(0.4426229508196721, 0.23966942148760328)","[0.36666666666666664, 0.4230769230769231, 0.4104477611940298]"
293,"(0.7573333333333332, 0.6809651474530831)","[0.7469879518072289, 0.6526315789473685, 0.6695464362850972]"
294,"(0.519774011299435, 0.44571428571428573)","[0.46808510638297873, 0.4782608695652174, 0.4761904761904763]"
295,"(0.44696969696969696, 0.29770992366412213)","[0.3793103448275862, 0.36666666666666664, 0.3691275167785235]"
296,"(0.6329113924050632, 0.6114649681528662)","[0.4365079365079365, 0.9482758620689655, 0.7681564245810057]"
297,"(0.4845814977973568, 0.37333333333333335)","[0.5660377358490566, 0.43478260869565216, 0.4559270516717325]"
298,"(0.36363636363636365, 0.23469387755102042)","[0.27450980392156865, 0.28, 0.2788844621513944]"
299,"(0.43914081145584727, 0.24940047961630696)","[0.32727272727272727, 0.32142857142857145, 0.3225806451612903]"
300,"(0.7048458149779736, 0.64)","[0.8148148148148148, 0.6197183098591549, 0.6508875739644969]"
301,"(0.7471264367816093, 0.6744186046511628)","[0.6511627906976745, 0.7, 0.689655172413793]"
302,"(0.7204030226700252, 0.6227848101265823)","[0.7294117647058823, 0.6262626262626263, 0.6444906444906445]"
303,"(0.6363636363636364, 0.525)","[0.5161290322580645, 0.6808510638297872, 0.6399999999999999]"
304,"(0.5018050541516246, 0.3731884057971015)","[0.36363636363636365, 0.4297520661157025, 0.4146730462519937]"
305,"(0.6773547094188377, 0.607645875251509)","[0.7053571428571429, 0.6638655462184874, 0.6717687074829931]"
306,"(0.5, 0.31851851851851853)","[0.43661971830985913, 0.5, 0.48589341692789967]"
307,"(0.6336633663366336, 0.5599999999999999)","[0.5555555555555556, 0.6122448979591837, 0.5999999999999999]"
308,"(0.3973509933774834, 0.2818791946308724)","[0.37209302325581395, 0.35555555555555557, 0.35874439461883406]"
309,"(0.7411764705882353, 0.6785714285714286)","[0.6304347826086957, 0.7435897435897436, 0.7178217821782179]"
310,"(0.6910299003322259, 0.6153846153846154)","[0.7123287671232876, 0.6419753086419753, 0.654911838790932]"
311,"(0.7081967213114754, 0.6732673267326732)","[0.5913978494623656, 0.9166666666666666, 0.8258258258258258]"
312,"(0.48672566371681414, 0.21428571428571425)","[0.37254901960784315, 0.37254901960784315, 0.37254901960784315]"
313,"(0.6290322580645161, 0.5150115473441108)","[0.5669642857142857, 0.6047619047619047, 0.5968045112781954]"
314,"(0.6591760299625468, 0.5509433962264151)","[0.6607142857142857, 0.578125, 0.592948717948718]"
315,"(0.5095238095238095, 0.368421052631579)","[0.3893129770992366, 0.4857142857142857, 0.4627949183303085]"
316,"(0.7228915662650603, 0.6707317073170732)","[0.6875, 0.7021276595744681, 0.6991525423728814]"
317,"(0.5789473684210527, 0.4266666666666667)","[0.5348837209302325, 0.6052631578947368, 0.5897435897435898]"
318,"(0.5281899109792284, 0.364179104477612)","[0.37168141592920356, 0.6086956521739131, 0.5398457583547559]"
319,"(0.32857142857142857, 0.2753623188405797)","[0.5416666666666666, 0.26, 0.2901785714285714]"
320,"(0.5607476635514018, 0.43661971830985913)","[0.42748091603053434, 0.6588235294117647, 0.5944798301486199]"
321,"(0.6233766233766234, 0.5152838427947597)","[0.5555555555555556, 0.6976744186046512, 0.663716814159292]"
322,"(0.4824120603015075, 0.2828282828282828)","[0.4222222222222222, 0.37254901960784315, 0.3815261044176707]"
323,"(0.5502645502645503, 0.47058823529411764)","[0.45614035087719296, 0.5531914893617021, 0.5306122448979591]"
324,"(0.5525672371638142, 0.4127764127764128)","[0.4672897196261682, 0.5263157894736842, 0.5133470225872689]"
325,"(0.5277777777777777, 0.33864541832669326)","[0.43103448275862066, 0.43478260869565216, 0.43402777777777773]"
326,"(0.5259515570934257, 0.4250871080139373)","[0.4125, 0.5409836065573771, 0.5092592592592593]"
327,"(0.5821917808219177, 0.4551724137931034)","[0.5316455696202531, 0.65625, 0.6268656716417911]"
328,"(0.7239819004524887, 0.6392694063926941)","[0.671875, 0.7288135593220338, 0.7166666666666667]"
329,"(0.6538461538461537, 0.5533980582524273)","[0.58, 0.5686274509803921, 0.5708661417322834]"
330,"(0.5165562913907285, 0.3624161073825503)","[0.5882352941176471, 0.4, 0.4273504273504274]"
331,"(0.6438356164383562, 0.5833333333333333)","[0.6304347826086957, 0.6744186046511628, 0.6651376146788992]"
332,"(0.48120300751879697, 0.3257575757575758)","[0.3815789473684211, 0.4461538461538462, 0.43154761904761907]"
333,"(0.3859649122807017, 0.2958579881656805)","[0.5517241379310345, 0.25806451612903225, 0.28880866425992785]"
334,"(0.6246575342465753, 0.5179063360881543)","[0.4957983193277311, 0.7763157894736842, 0.6973995271867612]"
335,"(0.65, 0.5534591194968552)","[0.6575342465753424, 0.631578947368421, 0.636604774535809]"
336,"(0.4329896907216495, 0.34375)","[0.5384615384615384, 0.3559322033898305, 0.38181818181818183]"
337,"(0.562091503267974, 0.5328947368421052)","[0.42592592592592593, 0.92, 0.7467532467532468]"
338,"(0.5507246376811594, 0.4585365853658537)","[0.46153846153846156, 0.47058823529411764, 0.46875]"
339,"(0.6008230452674898, 0.5311203319502075)","[0.6101694915254238, 0.5217391304347826, 0.5373134328358209]"
340,"(0.29113924050632917, 0.10256410256410256)","[0.19148936170212766, 0.2, 0.19823788546255508]"
341,"(0.5592417061611374, 0.45933014354066987)","[0.5283018867924528, 0.509090909090909, 0.5128205128205127]"
342,"(0.6206896551724139, 0.5465116279069767)","[0.5178571428571429, 0.725, 0.6712962962962962]"
343,"(0.6820809248554913, 0.6081871345029239)","[0.6590909090909091, 0.7073170731707317, 0.6971153846153845]"
344,"(0.5654450261780105, 0.380952380952381)","[0.5227272727272727, 0.48936170212765956, 0.49568965517241376]"
345,"(0.5140845070422535, 0.4042553191489362)","[0.4810126582278481, 0.5135135135135135, 0.5066666666666666]"
346,"(0.3783783783783784, 0.20408163265306126)","[0.32941176470588235, 0.3835616438356164, 0.3713527851458886]"
347,"(0.48704663212435234, 0.387434554973822)","[0.44680851063829785, 0.4375, 0.4393305439330544]"
348,"(0.6911764705882354, 0.6444444444444445)","[0.6885245901639344, 0.6774193548387096, 0.6796116504854368]"
349,"(0.2893081761006289, 0.050955414012738856)","[0.24444444444444444, 0.22, 0.2244897959183673]"
350,"(0.5830258302583026, 0.4386617100371747)","[0.5076923076923077, 0.5238095238095238, 0.5205047318611987]"
351,"(0.5342163355408389, 0.3636363636363636)","[0.45555555555555555, 0.4270833333333333, 0.43248945147679324]"
352,"(0.5900452488687783, 0.3759057971014493)","[0.4776470588235294, 0.4731934731934732, 0.474077533862681]"
353,"(0.4939759036144578, 0.30241935483870963)","[0.4444444444444444, 0.3902439024390244, 0.4000000000000001]"
354,"(0.4967320261437908, 0.3632385120350109)","[0.4742268041237113, 0.40350877192982454, 0.4159132007233273]"
355,"(0.5549450549450549, 0.4143646408839779)","[0.6493506493506493, 0.49019607843137253, 0.5154639175257731]"
356,"(0.4448979591836734, 0.29098360655737704)","[0.4666666666666667, 0.392, 0.40495867768595045]"
357,"(0.5173333333333334, 0.4128686327077748)","[0.5119047619047619, 0.4673913043478261, 0.4756637168141593]"
358,"(0.4830917874396135, 0.41951219512195126)","[0.3146067415730337, 0.875, 0.6451612903225806]"
359,"(0.5116279069767441, 0.4037558685446009)","[0.5531914893617021, 0.40625, 0.429042904290429]"
360,"(0.5779816513761468, 0.4814814814814815)","[0.5555555555555556, 0.5263157894736842, 0.5319148936170213]"
361,"(0.652892561983471, 0.5333333333333333)","[0.6666666666666666, 0.5970149253731343, 0.6097560975609755]"
362,"(0.5974025974025974, 0.4386422976501305)","[0.46808510638297873, 0.55, 0.531400966183575]"
363,"(0.46874999999999994, 0.40944881889763785)","[0.35051546391752575, 0.7083333333333334, 0.5882352941176471]"
364,"(0.694300518134715, 0.5863874345549739)","[0.75, 0.6470588235294118, 0.6653225806451614]"
365,"(0.6241134751773049, 0.5285714285714286)","[0.5522388059701493, 0.5285714285714286, 0.5331412103746398]"
366,"(0.413926499032882, 0.2407766990291262)","[0.32116788321167883, 0.3384615384615385, 0.3348554033485541]"
367,"(0.3080625752105897, 0.21954161640530762)","[0.29891304347826086, 0.7142857142857143, 0.5589430894308943]"
368,"(0.42328042328042326, 0.23404255319148937)","[0.25773195876288657, 0.30120481927710846, 0.2913752913752914]"
369,"(0.5829596412556053, 0.497737556561086)","[0.5614035087719298, 0.5714285714285714, 0.5693950177935944]"
370,"(0.2696629213483146, 0.125)","[0.22727272727272727, 0.19230769230769232, 0.19841269841269837]"
371,"(0.5247148288973384, 0.3969465648854962)","[0.5603448275862069, 0.4676258992805755, 0.4836309523809524]"
372,"(0.48578811369509045, 0.3116883116883117)","[0.3958333333333333, 0.38, 0.38306451612903225]"
373,"(0.4263959390862945, 0.2974358974358975)","[0.3392857142857143, 0.3958333333333333, 0.3830645161290323]"
374,"(0.7300884955752213, 0.6311111111111111)","[0.6355140186915887, 0.68, 0.6706114398422092]"
375,"(0.4444444444444445, 0.26973684210526316)","[0.35443037974683544, 0.45161290322580644, 0.42813455657492355]"
376,"(0.6234817813765182, 0.4897959183673469)","[0.5151515151515151, 0.5483870967741935, 0.5414012738853503]"
377,"(0.6967741935483871, 0.5844155844155844)","[0.575, 0.7076923076923077, 0.6764705882352943]"
378,"(0.7712418300653594, 0.7417218543046358)","[0.7441860465116279, 0.7441860465116279, 0.7441860465116279]"
379,"(0.6010928961748633, 0.4972375690607735)","[0.5423728813559322, 0.6037735849056604, 0.5904059040590406]"
380,"(0.3387978142076503, 0.22099447513812157)","[0.42857142857142855, 0.2777777777777778, 0.29880478087649404]"
381,"(0.6233766233766234, 0.513157894736842)","[0.6842105263157895, 0.5652173913043478, 0.5855855855855856]"
382,"(0.6145251396648045, 0.4971751412429378)","[0.5918367346938775, 0.6041666666666666, 0.6016597510373444]"
383,"(0.641025641025641, 0.6185567010309277)","[0.5112781954887218, 0.9444444444444444, 0.8076009501187648]"
384,"(0.6147859922178989, 0.5176470588235293)","[0.46153846153846156, 0.5454545454545454, 0.5263157894736842]"
385,"(0.5472312703583061, 0.37377049180327876)","[0.4794520547945205, 0.5223880597014925, 0.5131964809384164]"
