,pred_summary_score,my_pred_summary_score
58,"(0.9672727272727273, 0.9523809523809524)","[0.94, 1.0, 0.9873949579831932]"
59,"(0.5545454545454546, 0.47706422018348627)","[0.43661971830985913, 0.7948717948717948, 0.6828193832599119]"
60,"(0.8929384965831436, 0.8538812785388128)","[0.8165680473372781, 0.9452054794520548, 0.9163346613545817]"
61,"(0.7249999999999999, 0.6722689075630253)","[0.6818181818181818, 0.8035714285714286, 0.7758620689655173]"
62,"(0.7397260273972602, 0.6620689655172414)","[0.6046511627906976, 0.8813559322033898, 0.8074534161490684]"
63,"(0.7162426614481409, 0.6168958742632613)","[0.6506849315068494, 0.7480314960629921, 0.7262996941896025]"
64,"(0.6019417475728155, 0.5490196078431373)","[0.5072463768115942, 0.8333333333333334, 0.7383966244725738]"
65,"(0.702970297029703, 0.6766169154228856)","[0.5765765765765766, 0.927536231884058, 0.8268733850129198]"
66,"(0.7264573991031391, 0.6425339366515838)","[0.6349206349206349, 0.7547169811320755, 0.7272727272727273]"
67,"(0.7906976744186045, 0.7511737089201878)","[0.7368421052631579, 0.875, 0.8433734939759037]"
68,"(0.7015384615384616, 0.6068111455108359)","[0.6067415730337079, 0.7941176470588235, 0.7479224376731302]"
69,"(0.6946564885496184, 0.6538461538461537)","[0.6206896551724138, 0.8571428571428571, 0.7964601769911503]"
70,"(0.8157894736842106, 0.7748344370860928)","[0.7534246575342466, 0.9016393442622951, 0.8675078864353312]"
71,"(0.5770491803278689, 0.4950495049504951)","[0.4945054945054945, 0.7142857142857143, 0.6559766763848397]"
72,"(0.7564766839378237, 0.7120418848167539)","[0.6730769230769231, 0.7446808510638298, 0.7291666666666666]"
73,"(0.7896440129449839, 0.7491856677524431)","[0.6842105263157895, 0.9701492537313433, 0.8953168044077136]"
74,"(0.8618421052631579, 0.8145695364238411)","[0.8, 0.9714285714285714, 0.9315068493150684]"
75,"(0.4939271255060728, 0.39999999999999997)","[0.32, 0.7058823529411765, 0.5687203791469195]"
76,"(0.7875000000000001, 0.7358490566037736)","[0.7105263157894737, 0.8852459016393442, 0.8437499999999999]"
77,"(0.9022988505747127, 0.8439306358381502)","[0.9436619718309859, 0.9571428571428572, 0.9544159544159545]"
78,"(0.7039106145251396, 0.6101694915254238)","[0.6666666666666666, 0.7083333333333334, 0.6995884773662552]"
79,"(0.6768060836501901, 0.6206896551724138)","[0.5844155844155844, 0.7894736842105263, 0.7377049180327869]"
80,"(0.6309148264984227, 0.5396825396825397)","[0.45454545454545453, 0.6140350877192983, 0.5737704918032787]"
81,"(0.7588235294117648, 0.6982248520710058)","[0.7466666666666667, 0.7887323943661971, 0.7799442896935933]"
82,"(0.6882591093117407, 0.6448979591836734)","[0.5930232558139535, 1.0, 0.8793103448275863]"
83,"(0.8080808080808082, 0.7653061224489796)","[0.7142857142857143, 0.9210526315789473, 0.8706467661691543]"
84,"(0.7880299251870323, 0.7067669172932332)","[0.7011494252873564, 0.8472222222222222, 0.8133333333333334]"
85,"(0.8150470219435738, 0.7697160883280757)","[0.7702702702702703, 0.9344262295081968, 0.8962264150943395]"
86,"(0.5913978494623656, 0.532608695652174)","[0.4925373134328358, 0.8461538461538461, 0.7399103139013452]"
87,"(0.7896440129449839, 0.7491856677524431)","[0.6842105263157895, 0.9701492537313433, 0.8953168044077136]"
88,"(0.5540540540540541, 0.4246575342465754)","[0.45454545454545453, 0.625, 0.5813953488372092]"
89,"(0.7781818181818182, 0.695970695970696)","[0.7272727272727273, 0.8235294117647058, 0.8022922636103152]"
90,"(0.9681528662420382, 0.9419354838709678)","[0.95, 1.0, 0.9895833333333334]"
91,"(0.5590062111801243, 0.5031446540880502)","[0.49056603773584906, 0.6842105263157895, 0.6341463414634146]"
92,"(0.9672131147540983, 0.9256198347107438)","[0.9824561403508771, 1.0, 0.9964412811387899]"
93,"(0.9135802469135802, 0.8734491315136477)","[0.9156626506024096, 0.95, 0.9429280397022334]"
94,"(0.9391304347826086, 0.8951965065502184)","[0.8857142857142857, 0.96875, 0.9509202453987732]"
95,"(0.6964285714285714, 0.5495495495495495)","[0.6607142857142857, 0.6491228070175439, 0.6514084507042253]"
96,"(0.8435374149659863, 0.8150684931506849)","[0.8831168831168831, 0.8607594936708861, 0.8651399491094149]"
97,"(0.669811320754717, 0.6095238095238096)","[0.609375, 0.7090909090909091, 0.6866197183098592]"
98,"(0.43809523809523804, 0.3269230769230769)","[0.359375, 0.45098039215686275, 0.4291044776119403]"
99,"(0.6179245283018867, 0.5829383886255924)","[0.453781512605042, 0.9818181818181818, 0.7964601769911505]"
100,"(0.7031250000000001, 0.6141732283464567)","[0.676923076923077, 0.6875, 0.6853582554517134]"
101,"(0.823529411764706, 0.7783783783783783)","[0.7555555555555555, 0.85, 0.8292682926829268]"
102,"(0.6481481481481481, 0.5527950310559007)","[0.5342465753424658, 0.7647058823529411, 0.7039711191335739]"
103,"(0.7342995169082124, 0.7219512195121951)","[0.7708333333333334, 0.7872340425531915, 0.7838983050847459]"
104,"(0.7927927927927928, 0.7363636363636364)","[0.7333333333333333, 0.8461538461538461, 0.8208955223880596]"
105,"(0.8040201005025125, 0.7715736040609137)","[0.78, 0.8863636363636364, 0.8628318584070797]"
106,"(0.5989304812834224, 0.508108108108108)","[0.4, 0.7878787878787878, 0.6598984771573604]"
107,"(0.6557377049180327, 0.6098901098901098)","[0.5825242718446602, 0.9090909090909091, 0.8174386920980925]"
108,"(0.5643564356435644, 0.47000000000000003)","[0.5178571428571429, 0.6904761904761905, 0.6473214285714286]"
109,"(0.6613545816733067, 0.570281124497992)","[0.5507246376811594, 0.7755102040816326, 0.7169811320754716]"
110,"(0.7744360902255639, 0.7045454545454545)","[0.7323943661971831, 0.7761194029850746, 0.7669616519174041]"
111,"(0.7904191616766467, 0.7393939393939395)","[0.7941176470588235, 0.84375, 0.8333333333333335]"
112,"(0.5514403292181069, 0.41493775933609955)","[0.4594594594594595, 0.6538461538461539, 0.6028368794326241]"
113,"(0.6556016597510373, 0.5857740585774058)","[0.6379310344827587, 0.6727272727272727, 0.6654676258992807]"
114,"(0.7410071942446044, 0.6811594202898551)","[0.6619718309859155, 0.8245614035087719, 0.7859531772575251]"
115,"(0.3979057591623037, 0.2962962962962963)","[0.26153846153846155, 0.5, 0.42288557213930345]"
116,"(0.8070175438596492, 0.7703180212014133)","[0.7341772151898734, 0.9508196721311475, 0.8978328173374611]"
117,"(0.7591836734693878, 0.6666666666666667)","[0.6619718309859155, 0.8545454545454545, 0.8075601374570447]"
118,"(0.6846846846846846, 0.609090909090909)","[0.45614035087719296, 0.7222222222222222, 0.6467661691542288]"
119,"(0.7992424242424243, 0.7300380228136882)","[0.6814159292035398, 0.9390243902439024, 0.873015873015873]"
120,"(0.8178913738019169, 0.7781350482315113)","[0.7906976744186046, 0.918918918918919, 0.8900523560209426]"
121,"(0.6918918918918919, 0.6097560975609755)","[0.5786516853932584, 0.7744360902255639, 0.7253521126760563]"
122,"(0.7723577235772358, 0.7131147540983607)","[0.7166666666666667, 0.8113207547169812, 0.7904411764705883]"
123,"(0.5263157894736842, 0.4148936170212766)","[0.48148148148148145, 0.6046511627906976, 0.5752212389380531]"
124,"(0.8151658767772513, 0.7655502392344498)","[0.6984126984126984, 0.9361702127659575, 0.8764940239043825]"
125,"(0.7623318385650225, 0.7239819004524887)","[0.7368421052631579, 0.7636363636363637, 0.7581227436823105]"
126,"(0.6481481481481481, 0.5527950310559007)","[0.5342465753424658, 0.7647058823529411, 0.7039711191335739]"
127,"(0.7914438502673797, 0.7675675675675676)","[0.8, 0.8333333333333334, 0.8264462809917356]"
128,"(0.7896995708154506, 0.735930735930736)","[0.7068965517241379, 0.8541666666666666, 0.82]"
129,"(0.6555183946488293, 0.5589225589225589)","[0.6052631578947368, 0.7540983606557377, 0.7187499999999999]"
130,"(0.9011406844106463, 0.8361904761904762)","[0.9175257731958762, 0.8768472906403941, 0.8846918489065605]"
131,"(0.5683646112600536, 0.3935309973045822)","[0.5106382978723404, 0.5925925925925926, 0.5741626794258373]"
132,"(0.781163434903047, 0.713091922005571)","[0.6494845360824743, 0.84, 0.7934508816120908]"
133,"(0.8020833333333334, 0.7578947368421053)","[0.8043478260869565, 0.8222222222222222, 0.8185840707964603]"
134,"(0.9005847953216375, 0.8994082840236687)","[0.9722222222222222, 0.7446808510638298, 0.78125]"
135,"(0.8312757201646092, 0.7966804979253113)","[0.8771929824561403, 0.8928571428571429, 0.8896797153024911]"
136,"(0.8343949044585987, 0.8012820512820513)","[0.7894736842105263, 0.967741935483871, 0.9259259259259259]"
137,"(0.6686046511627908, 0.6491228070175439)","[0.6, 1.0, 0.8823529411764706]"
138,"(0.9648241206030151, 0.9441624365482234)","[0.9803921568627451, 1.0, 0.9960159362549799]"
139,"(0.5752212389380531, 0.5178571428571429)","[0.5, 0.8372093023255814, 0.7377049180327869]"
140,"(0.7674074074074074, 0.7221396731054978)","[0.6470588235294118, 0.9166666666666666, 0.8461538461538461]"
141,"(0.6252676659528908, 0.5333333333333333)","[0.5348837209302325, 0.7666666666666667, 0.7055214723926382]"
142,"(0.8080357142857143, 0.7802690582959642)","[0.6754385964912281, 1.0, 0.9123222748815166]"
143,"(0.96875, 0.9473684210526316)","[0.9795918367346939, 1.0, 0.995850622406639]"
144,"(0.781163434903047, 0.713091922005571)","[0.6494845360824743, 0.84, 0.7934508816120908]"
145,"(0.7464788732394366, 0.7163120567375888)","[0.6785714285714286, 0.8636363636363636, 0.8189655172413793]"
146,"(0.8773234200743495, 0.8464419475655431)","[0.8153846153846154, 0.9636363636363636, 0.9298245614035087]"
147,"(0.8877805486284289, 0.8320802005012532)","[0.8604651162790697, 0.891566265060241, 0.8851674641148326]"
148,"(0.851963746223565, 0.8145896656534954)","[0.8589743589743589, 0.9054054054054054, 0.8957219251336898]"
149,"(0.9814814814814815, 0.9532710280373832)","[0.9782608695652174, 1.0, 0.9955752212389382]"
150,"(0.8327402135231317, 0.8028673835125448)","[0.7878787878787878, 0.9285714285714286, 0.896551724137931]"
151,"(0.6914498141263941, 0.6441947565543071)","[0.6567164179104478, 0.8301886792452831, 0.7885304659498208]"
152,"(0.76953125, 0.6862745098039216)","[0.7203389830508474, 0.8415841584158416, 0.814176245210728]"
153,"(0.7154471544715447, 0.6967213114754098)","[0.5797101449275363, 1.0, 0.8733624454148471]"
154,"(0.7272727272727273, 0.6956521739130436)","[0.5892857142857143, 0.8461538461538461, 0.7783018867924528]"
155,"(0.8368200836820083, 0.8101265822784811)","[0.8363636363636363, 0.9387755102040817, 0.9163346613545817]"
156,"(0.46896551724137925, 0.3496503496503497)","[0.2826086956521739, 0.43333333333333335, 0.39156626506024095]"
157,"(0.6686046511627908, 0.6491228070175439)","[0.6, 1.0, 0.8823529411764706]"
158,"(0.6756756756756758, 0.5869565217391304)","[0.5897435897435898, 0.7666666666666667, 0.7232704402515725]"
159,"(0.9690721649484536, 0.9374999999999999)","[0.9705882352941176, 1.0, 0.9939759036144576]"
160,"(0.9226932668329176, 0.8822055137844611)","[0.95, 0.987012987012987, 0.9793814432989691]"
161,"(0.5263157894736842, 0.4672897196261682)","[0.35353535353535354, 0.8974358974358975, 0.6862745098039216]"
162,"(0.5304347826086956, 0.4298245614035088)","[0.4057971014492754, 0.7368421052631579, 0.6334841628959276]"
163,"(0.7669902912621359, 0.6960784313725491)","[0.7222222222222222, 0.8863636363636364, 0.8478260869565217]"
164,"(0.7745664739884393, 0.736842105263158)","[0.8260869565217391, 0.9047619047619048, 0.8878504672897196]"
165,"(0.7770270270270269, 0.7074829931972789)","[0.6944444444444444, 0.8064516129032258, 0.7812499999999999]"
166,"(0.7525773195876289, 0.6787564766839379)","[0.6631578947368421, 0.9, 0.84]"
167,"(0.7789473684210527, 0.6925795053003533)","[0.726027397260274, 0.8833333333333333, 0.8466453674121405]"
168,"(0.8240343347639485, 0.7792207792207793)","[0.84, 0.9333333333333333, 0.9130434782608697]"
169,"(0.6024096385542168, 0.5121951219512195)","[0.5217391304347826, 0.6, 0.5825242718446602]"
170,"(0.8163265306122449, 0.7736625514403292)","[0.7878787878787878, 0.9122807017543859, 0.8843537414965986]"
171,"(0.7539267015706805, 0.6984126984126984)","[0.6382978723404256, 0.8108108108108109, 0.7692307692307693]"
172,"(0.65, 0.5757575757575757)","[0.5272727272727272, 0.7631578947368421, 0.7004830917874396]"
173,"(0.7685589519650654, 0.7136563876651981)","[0.7288135593220338, 0.86, 0.8301158301158301]"
174,"(0.7217391304347825, 0.6491228070175439)","[0.6440677966101694, 0.8260869565217391, 0.7818930041152263]"
175,"(0.5378151260504201, 0.4152542372881356)","[0.35384615384615387, 0.4791666666666667, 0.4474708171206226]"
176,"(0.9761904761904763, 0.9518072289156626)","[0.9523809523809523, 1.0, 0.9900990099009901]"
177,"(0.6822429906542056, 0.5943396226415094)","[0.5714285714285714, 0.7111111111111111, 0.6779661016949152]"
178,"(0.6807017543859649, 0.6431095406360424)","[0.47297297297297297, 1.0, 0.8177570093457943]"
179,"(0.7377049180327869, 0.6611570247933883)","[0.6727272727272727, 0.7708333333333334, 0.7489878542510122]"
180,"(0.5337954939341422, 0.4139130434782608)","[0.39869281045751637, 0.6161616161616161, 0.5555555555555555]"
181,"(0.6634615384615383, 0.603864734299517)","[0.5546875, 0.71, 0.6723484848484849]"
182,"(0.7392996108949417, 0.6745098039215687)","[0.6984126984126984, 0.8301886792452831, 0.8000000000000002]"
183,"(0.7262872628726289, 0.6103542234332424)","[0.5569620253164557, 0.7213114754098361, 0.6811145510835913]"
184,"(0.7175572519083969, 0.6846153846153846)","[0.6973684210526315, 0.7794117647058824, 0.7614942528735632]"
185,"(0.7573964497041421, 0.7185628742514969)","[0.7555555555555555, 0.8947368421052632, 0.8629441624365483]"
186,"(0.6695652173913044, 0.5789473684210525)","[0.5833333333333334, 0.875, 0.7954545454545454]"
187,"(0.6521739130434783, 0.5877192982456141)","[0.49206349206349204, 0.7380952380952381, 0.6709956709956709]"
188,"(0.968421052631579, 0.9361702127659575)","[0.9622641509433962, 1.0, 0.9922178988326847]"
189,"(0.5756457564575646, 0.49070631970260226)","[0.4125, 0.7674418604651163, 0.6547619047619048]"
190,"(0.8548812664907652, 0.8222811671087533)","[0.782608695652174, 0.935064935064935, 0.9]"
191,"(0.866279069767442, 0.8245614035087718)","[0.8507462686567164, 0.890625, 0.8823529411764706]"
192,"(0.8780487804878049, 0.8408163265306122)","[0.8333333333333334, 0.9595959595959596, 0.9313725490196078]"
193,"(0.9770114942528736, 0.9534883720930233)","[0.975, 1.0, 0.9948979591836734]"
194,"(0.601036269430052, 0.5130890052356021)","[0.43859649122807015, 0.5681818181818182, 0.5364806866952789]"
195,"(0.8515625, 0.8031496062992127)","[0.7894736842105263, 0.9183673469387755, 0.8893280632411068]"
196,"(0.7752577319587629, 0.7122153209109732)","[0.7410714285714286, 0.8645833333333334, 0.8366935483870968]"
197,"(0.3821656050955414, 0.25806451612903225)","[0.23333333333333334, 0.45161290322580644, 0.3804347826086956]"
198,"(0.5853658536585367, 0.47719298245614034)","[0.4235294117647059, 0.8372093023255814, 0.7003891050583658]"
199,"(0.6798418972332015, 0.6533864541832669)","[0.5714285714285714, 1.0, 0.8695652173913042]"
200,"(0.7931570762052877, 0.7706708268330733)","[0.7352941176470589, 1.0, 0.9328358208955224]"
201,"(0.7989276139410186, 0.7277628032345014)","[0.7093023255813954, 0.8591549295774648, 0.8243243243243243]"
202,"(0.6234413965087282, 0.5313283208020051)","[0.5686274509803921, 0.6590909090909091, 0.6387665198237884]"
203,"(0.6744186046511628, 0.6171875000000001)","[0.5428571428571428, 0.76, 0.7037037037037036]"
204,"(0.88715953307393, 0.8470588235294118)","[0.8103448275862069, 0.9791666666666666, 0.9399999999999998]"
205,"(0.6950354609929078, 0.6142857142857143)","[0.6338028169014085, 0.7627118644067796, 0.732899022801303]"
206,"(0.6458923512747874, 0.547008547008547)","[0.4368932038834951, 0.8823529411764706, 0.732899022801303]"
207,"(0.882591093117409, 0.8326530612244897)","[0.8507462686567164, 0.9661016949152542, 0.9405940594059405]"
208,"(0.7753623188405796, 0.7518248175182481)","[0.6764705882352942, 0.92, 0.8582089552238807]"
209,"(0.7285714285714285, 0.6474820143884893)","[0.6376811594202898, 0.8627450980392157, 0.8058608058608059]"
210,"(0.5988023952095809, 0.5333333333333333)","[0.5490196078431373, 0.7368421052631579, 0.689655172413793]"
211,"(0.6495726495726497, 0.5775862068965517)","[0.5316455696202531, 0.8076923076923077, 0.7317073170731709]"
212,"(0.8116883116883117, 0.7459283387622151)","[0.7841726618705036, 0.8934426229508197, 0.869218500797448]"
213,"(0.710239651416122, 0.62582056892779)","[0.5736434108527132, 0.7115384615384616, 0.6788990825688074]"
214,"(0.43636363636363634, 0.3027522935779816)","[0.36, 0.5294117647058824, 0.4838709677419355]"
215,"(0.6853146853146853, 0.647887323943662)","[0.47297297297297297, 1.0, 0.8177570093457943]"
216,"(0.588957055214724, 0.47204968944099385)","[0.5306122448979592, 0.6666666666666666, 0.6341463414634148]"
217,"(0.7279411764705882, 0.6666666666666666)","[0.6515151515151515, 0.9148936170212766, 0.8464566929133859]"
218,"(0.5714285714285715, 0.44651162790697674)","[0.45454545454545453, 0.5319148936170213, 0.51440329218107]"
219,"(0.7661016949152543, 0.6894197952218429)","[0.6708860759493671, 0.7910447761194029, 0.7636887608069165]"
220,"(0.801909307875895, 0.7386091127098321)","[0.7211538461538461, 0.8928571428571429, 0.8522727272727274]"
221,"(0.823529411764706, 0.7999999999999999)","[0.782608695652174, 0.8571428571428571, 0.8411214953271027]"
222,"(0.4727272727272727, 0.3853211009174312)","[0.30434782608695654, 0.525, 0.45851528384279483]"
223,"(0.5677966101694915, 0.41025641025641024)","[0.4264705882352941, 0.5686274509803921, 0.5330882352941176]"
224,"(0.5842696629213483, 0.49056603773584906)","[0.46987951807228917, 0.7959183673469388, 0.6989247311827956]"
225,"(0.7018867924528301, 0.623574144486692)","[0.6619718309859155, 0.7833333333333333, 0.7556270096463023]"
226,"(0.8095238095238095, 0.7759999999999999)","[0.8333333333333334, 0.9523809523809523, 0.9259259259259259]"
227,"(0.7391304347826089, 0.66875)","[0.6455696202531646, 0.7846153846153846, 0.752212389380531]"
228,"(0.6872727272727273, 0.6021897810218978)","[0.5684931506849316, 0.7980769230769231, 0.7384341637010676]"
229,"(0.5859872611464968, 0.4516129032258065)","[0.44680851063829785, 0.6363636363636364, 0.5865921787709497]"
230,"(0.8480725623582767, 0.7835990888382688)","[0.8163265306122449, 0.9195402298850575, 0.8968609865470852]"
231,"(0.9714285714285714, 0.9423076923076923)","[0.9629629629629629, 1.0, 0.9923664122137406]"
232,"(0.7950310559006211, 0.7547169811320755)","[0.717391304347826, 0.9166666666666666, 0.8684210526315789]"
233,"(0.835016835016835, 0.7728813559322033)","[0.8142857142857143, 0.890625, 0.8742331288343558]"
234,"(0.7927927927927928, 0.7363636363636364)","[0.7333333333333333, 0.8461538461538461, 0.8208955223880596]"
235,"(0.9159519725557462, 0.8846815834767642)","[0.8992805755395683, 0.946969696969697, 0.937031484257871]"
236,"(0.8127853881278538, 0.7834101382488479)","[0.7857142857142857, 0.88, 0.8593749999999999]"
237,"(0.5887096774193549, 0.5121951219512196)","[0.5507246376811594, 0.6551724137931034, 0.6312292358803987]"
238,"(0.7527839643652561, 0.6711409395973155)","[0.6744186046511628, 0.8446601941747572, 0.8040665434380775]"
239,"(0.7963800904977375, 0.7397260273972603)","[0.7704918032786885, 0.8867924528301887, 0.8608058608058609]"
240,"(0.7222222222222223, 0.696629213483146)","[0.6, 0.8108108108108109, 0.7575757575757576]"
241,"(0.9769585253456221, 0.9488372093023255)","[0.9387755102040817, 1.0, 0.9871244635193133]"
242,"(0.46408839779005523, 0.4357541899441341)","[0.48148148148148145, 0.65, 0.6074766355140188]"
243,"(0.7892234548335975, 0.7186009538950715)","[0.7204968944099379, 0.8467153284671532, 0.8180535966149507]"
244,"(0.9855769230769231, 0.9565217391304348)","[0.9775280898876404, 1.0, 0.9954233409610983]"
245,"(0.7453416149068324, 0.7169811320754718)","[0.6078431372549019, 0.9117647058823529, 0.8288770053475936]"
246,"(0.8174603174603174, 0.768)","[0.7536231884057971, 0.9122807017543859, 0.8754208754208753]"
247,"(0.9105367793240557, 0.874251497005988)","[0.8951612903225806, 0.9652173913043478, 0.9503424657534247]"
248,"(0.5522388059701493, 0.4545454545454546)","[0.42857142857142855, 0.6363636363636364, 0.580110497237569]"
249,"(0.5263157894736842, 0.4672897196261682)","[0.35353535353535354, 0.8974358974358975, 0.6862745098039216]"
250,"(0.5833333333333334, 0.5225806451612903)","[0.49038461538461536, 0.7846153846153846, 0.7005494505494505]"
251,"(0.6724890829694323, 0.6167400881057268)","[0.5789473684210527, 0.717391304347826, 0.6846473029045642]"
252,"(0.8987547374120194, 0.83261105092091)","[0.8577405857740585, 0.8836206896551724, 0.8783204798628962]"
253,"(0.988179669030733, 0.9643705463182898)","[0.9803921568627451, 1.0, 0.9960159362549799]"
254,"(0.6148148148148148, 0.5390334572490707)","[0.49404761904761907, 0.7830188679245284, 0.7010135135135135]"
255,"(0.8563510392609699, 0.7609801202034212)","[0.8142414860681114, 0.8402555910543131, 0.834920634920635]"
256,"(0.773109243697479, 0.6929577464788733)","[0.6962025316455697, 0.8333333333333334, 0.8017492711370262]"
257,"(0.8641304347826088, 0.836065573770492)","[0.8048780487804879, 0.88, 0.8638743455497382]"
