,pred_summary_score,my_pred_summary_score
148,"(0.2972972972972973, 0.049773755656108594)","[0.17647058823529413, 0.2625, 0.23917995444191345]"
149,"(0.1650943396226415, 0.03317535545023696)","[0.06944444444444445, 0.30303030303030304, 0.18115942028985504]"
150,"(0.2311827956989247, 0.032432432432432434)","[0.11347517730496454, 0.2318840579710145, 0.19184652278177455]"
151,"(0.20746887966804983, 0.03347280334728034)","[0.15151515151515152, 0.2564102564102564, 0.22522522522522523]"
152,"(0.2626865671641791, 0.03003003003003003)","[0.09523809523809523, 0.14285714285714285, 0.12987012987012989]"
153,"(0.26895565092989987, 0.051649928263988516)","[0.1165644171779141, 0.23170731707317074, 0.19348268839103872]"
154,"(0.3001949317738791, 0.06653620352250489)","[0.20437956204379562, 0.3218390804597701, 0.288659793814433]"
155,"(0.2491349480968858, 0.041811846689895474)","[0.09090909090909091, 0.19148936170212766, 0.15679442508710803]"
156,"(0.26580226904376014, 0.052032520325203245)","[0.0851063829787234, 0.15584415584415584, 0.133630289532294]"
157,"(0.17297297297297298, 0.01092896174863388)","[0.13157894736842105, 0.125, 0.12626262626262624]"
158,"(0.30434782608695654, 0.058823529411764705)","[0.2692307692307692, 0.22580645161290322, 0.23333333333333334]"
159,"(0.24427480916030536, 0.015384615384615385)","[0.14516129032258066, 0.2, 0.1859504132231405]"
160,"(0.16666666666666669, 0.005405405405405405)","[0.05555555555555555, 0.13953488372093023, 0.10714285714285714]"
161,"(0.25477707006369427, 0.06396588486140725)","[0.16083916083916083, 0.42592592592592593, 0.32033426183844005]"
162,"(0.37944664031620556, 0.15139442231075695)","[0.3389830508474576, 0.5128205128205128, 0.4651162790697674]"
163,"(0.2568493150684932, 0.05498281786941581)","[0.08843537414965986, 0.18055555555555555, 0.14942528735632182]"
164,"(0.19607843137254902, 0.028169014084507043)","[0.03, 0.0625, 0.05136986301369863]"
165,"(0.23584905660377356, 0.05714285714285714)","[0.203125, 0.38235294117647056, 0.325]"
166,"(0.28242074927953886, 0.02898550724637681)","[0.1797752808988764, 0.25806451612903225, 0.23738872403560832]"
167,"(0.3042505592841163, 0.04044943820224719)","[0.13761467889908258, 0.23076923076923078, 0.20325203252032523]"
168,"(0.14689265536723162, 0.011428571428571429)","[0.017857142857142856, 0.04, 0.03205128205128205]"
169,"(0.2, 0.030303030303030304)","[0.15254237288135594, 0.23684210526315788, 0.2132701421800948]"
170,"(0.3001949317738791, 0.1095890410958904)","[0.17045454545454544, 0.5263157894736842, 0.37128712871287123]"
171,"(0.3076923076923077, 0.08888888888888888)","[0.24561403508771928, 0.4, 0.3553299492385787]"
172,"(0.29558541266794625, 0.11175337186897882)","[0.13445378151260504, 0.26229508196721313, 0.22038567493112948]"
173,"(0.37551020408163266, 0.18930041152263377)","[0.17391304347826086, 0.3870967741935484, 0.31088082901554404]"
174,"(0.14861995753715498, 0.012793176972281448)","[0.0821917808219178, 0.23529411764705882, 0.1714285714285714]"
175,"(0.14285714285714285, 0.020547945205479447)","[0.06818181818181818, 0.17142857142857143, 0.13157894736842105]"
176,"(0.2777777777777778, 0.07692307692307691)","[0.23076923076923078, 0.4186046511627907, 0.36]"
177,"(0.2622107969151671, 0.041343669250646)","[0.2, 0.18681318681318682, 0.18930957683741648]"
178,"(0.08839779005524862, 0.0)","[0.024390243902439025, 0.024390243902439025, 0.02439024390243903]"
179,"(0.2618384401114206, 0.07282913165266107)","[0.22727272727272727, 0.31746031746031744, 0.29411764705882354]"
180,"(0.11861614497528829, 0.03188565145684442)","[0.4069767441860465, 0.08045977011494253, 0.09583789704271632]"
181,"(0.3773584905660377, 0.10191082802547771)","[0.175, 0.22580645161290322, 0.21341463414634146]"
182,"(0.24074074074074076, 0.028037383177570093)","[0.07042253521126761, 0.17857142857142858, 0.1366120218579235]"
