,pred_summary_score,my_pred_summary_score
317,"(0.481283422459893, 0.33513513513513515)","[0.7741935483870968, 0.36923076923076925, 0.4123711340206186]"
1792,"(0.24472573839662448, 0.09361702127659574)","[0.5161290322580645, 0.18823529411764706, 0.21563342318059295]"
3685,"(0.20175438596491233, 0.1629955947136564)","[0.75, 0.16666666666666666, 0.19736842105263158]"
2681,"(0.22279792746113986, 0.13541666666666666)","[0.6486486486486487, 0.1610738255033557, 0.18957345971563982]"
2599,"(0.2040816326530612, 0.1601489757914339)","[0.9259259259259259, 0.14534883720930233, 0.17482517482517484]"
2952,"(0.6984126984126984, 0.6557377049180327)","[0.75, 0.7894736842105263, 0.78125]"
3668,"(0.25757575757575757, 0.09160305343511452)","[0.5, 0.15730337078651685, 0.18229166666666666]"
2683,"(0.2102803738317757, 0.15492957746478872)","[0.8181818181818182, 0.19148936170212766, 0.22613065326633164]"
1406,"(0.1902834008097166, 0.12195121951219513)","[0.8378378378378378, 0.15346534653465346, 0.18343195266272191]"
700,"(0.22911694510739858, 0.12470023980815348)","[0.75, 0.12962962962962962, 0.15532544378698224]"
153,"(0.14799154334038056, 0.059447983014861996)","[0.5882352941176471, 0.12345679012345678, 0.14662756598240467]"
2672,"(0.20855614973262032, 0.11290322580645161)","[0.8333333333333334, 0.1937984496124031, 0.22893772893772898]"
938,"(0.1855287569573284, 0.11545623836126628)","[0.8387096774193549, 0.12380952380952381, 0.1492537313432836]"
2328,"(0.19954648526077096, 0.12756264236902048)","[0.8666666666666667, 0.17567567567567569, 0.20900321543408362]"
1012,"(0.3194444444444444, 0.21126760563380284)","[0.5128205128205128, 0.36363636363636365, 0.3861003861003861]"
1311,"(0.34108527131782945, 0.203125)","[0.7352941176470589, 0.2840909090909091, 0.32383419689119175]"
2697,"(0.3458646616541353, 0.15151515151515152)","[0.75, 0.28421052631578947, 0.3245192307692308]"
992,"(0.20179372197309417, 0.13513513513513514)","[0.8846153846153846, 0.14935064935064934, 0.1791277258566978]"
1443,"(0.27692307692307694, 0.10362694300518135)","[0.696969696969697, 0.2911392405063291, 0.3295128939828081]"
3424,"(0.6357615894039735, 0.4966442953020133)","[0.8620689655172413, 0.5952380952380952, 0.6345177664974618]"
3531,"(0.582089552238806, 0.37878787878787884)","[0.7407407407407407, 0.5, 0.53475935828877]"
1974,"(0.14191419141914194, 0.05629139072847683)","[0.6333333333333333, 0.0815450643776824, 0.09875259875259874]"
3350,"(0.16174183514774493, 0.09984399375975038)","[0.9166666666666666, 0.10232558139534884, 0.12443438914027148]"
3623,"(0.1701388888888889, 0.11846689895470384)","[0.8518518518518519, 0.11219512195121951, 0.1357733175914994]"
3969,"(0.33507853403141363, 0.15873015873015872)","[0.5833333333333334, 0.3559322033898305, 0.3860294117647059]"
1632,"(0.2939068100358423, 0.12274368231046932)","[0.8, 0.1935483870967742, 0.22813688212927755]"
1981,"(0.21643286573146295, 0.16498993963782696)","[0.9310344827586207, 0.17532467532467533, 0.20930232558139533]"
1325,"(0.21798365122615806, 0.07123287671232878)","[0.7058823529411765, 0.14035087719298245, 0.1671309192200557]"
3212,"(0.4411764705882353, 0.13432835820895522)","[0.625, 0.47619047619047616, 0.49999999999999994]"
3690,"(0.3805309734513274, 0.21428571428571427)","[0.7878787878787878, 0.2988505747126437, 0.3412073490813649]"
3507,"(0.255, 0.1708542713567839)","[0.9310344827586207, 0.2, 0.23725834797891035]"
1989,"(0.3323076923076923, 0.2724458204334365)","[0.9354838709677419, 0.26605504587155965, 0.31049250535331907]"
809,"(0.04677268475210477, 0.013120899718837863)","[0.3225806451612903, 0.02197802197802198, 0.027012425715829288]"
3203,"(0.193717277486911, 0.08947368421052632)","[0.6585365853658537, 0.18620689655172415, 0.21739130434782608]"
3985,"(0.33333333333333337, 0.1923076923076923)","[0.6944444444444444, 0.3472222222222222, 0.38580246913580246]"
1467,"(0.25268817204301075, 0.11351351351351352)","[0.8, 0.1951219512195122, 0.22988505747126436]"
2464,"(0.14184397163120566, 0.0818505338078292)","[0.6666666666666666, 0.08888888888888889, 0.10752688172043011]"
4430,"(0.23132530120481923, 0.1549636803874092)","[0.8648648648648649, 0.24060150375939848, 0.28119507908611596]"
940,"(0.17153996101364521, 0.09001956947162426)","[0.7741935483870968, 0.1340782122905028, 0.1606425702811245]"
1301,"(0.27210884353741494, 0.12328767123287672)","[0.6785714285714286, 0.1792452830188679, 0.21017699115044247]"
272,"(0.17578125000000003, 0.1176470588235294)","[0.7931034482758621, 0.14556962025316456, 0.17397881996974282]"
1997,"(0.1663286004056795, 0.09775967413441955)","[0.8235294117647058, 0.11914893617021277, 0.1437371663244353]"
2819,"(0.31399317406143346, 0.19243986254295536)","[0.7931034482758621, 0.22115384615384615, 0.2584269662921348]"
2291,"(0.2608695652173913, 0.20765027322404372)","[0.9642857142857143, 0.226890756302521, 0.26785714285714285]"
967,"(0.18021978021978022, 0.07064017660044149)","[0.6451612903225806, 0.13157894736842105, 0.15649452269170577]"
3076,"(0.23267326732673266, 0.12935323383084577)","[0.8235294117647058, 0.2204724409448819, 0.25830258302583026]"
1606,"(0.6470588235294118, 0.4848484848484849)","[0.6666666666666666, 0.5217391304347826, 0.5454545454545454]"
677,"(0.33035714285714285, 0.13513513513513511)","[0.65625, 0.3088235294117647, 0.3453947368421053]"
713,"(0.21333333333333335, 0.09651474530831099)","[0.7241379310344828, 0.15671641791044777, 0.18584070796460175]"
3459,"(0.16981132075471697, 0.028571428571428577)","[0.4090909090909091, 0.11538461538461539, 0.13473053892215567]"
2789,"(0.28494623655913975, 0.23783783783783785)","[0.9642857142857143, 0.25961538461538464, 0.30405405405405406]"
2341,"(0.27530364372469635, 0.11428571428571427)","[0.6764705882352942, 0.27710843373493976, 0.31420765027322406]"
1190,"(0.6533333333333333, 0.472972972972973)","[0.8611111111111112, 0.62, 0.6567796610169491]"
2689,"(0.17777777777777778, 0.14065180102915953)","[1.0, 0.1674641148325359, 0.20091848450057403]"
592,"(0.26837060702875404, 0.18006430868167203)","[0.8181818181818182, 0.22131147540983606, 0.2591170825335892]"
4292,"(0.2195121951219512, 0.10784313725490197)","[0.6451612903225806, 0.11764705882352941, 0.14064697609001406]"
1932,"(0.15593220338983052, 0.09523809523809525)","[0.7741935483870968, 0.13043478260869565, 0.15645371577574968]"
2767,"(0.2615384615384615, 0.10937499999999999)","[0.3142857142857143, 0.2972972972972973, 0.3005464480874317]"
4121,"(0.35766423357664234, 0.2573529411764706)","[0.9375, 0.2803738317757009, 0.32608695652173914]"
1710,"(0.4067796610169491, 0.18965517241379312)","[0.3611111111111111, 0.34210526315789475, 0.34574468085106386]"
4421,"(0.19548872180451127, 0.1471698113207547)","[0.9090909090909091, 0.15463917525773196, 0.18541409147095178]"
1296,"(0.2611111111111111, 0.16201117318435754)","[0.6923076923076923, 0.14754098360655737, 0.17509727626459143]"
525,"(0.4406779661016949, 0.2857142857142857)","[0.7272727272727273, 0.41379310344827586, 0.4528301886792453]"
2572,"(0.22105263157894733, 0.1216931216931217)","[0.8125, 0.2, 0.23550724637681159]"
4230,"(0.34146341463414637, 0.06611570247933883)","[0.34285714285714286, 0.36363636363636365, 0.3592814371257485]"
1212,"(0.27544910179640725, 0.18674698795180725)","[0.967741935483871, 0.2608695652173913, 0.30549898167006106]"
1485,"(0.12244897959183673, 0.04409448818897638)","[0.7666666666666667, 0.10222222222222223, 0.12365591397849462]"
2355,"(0.5177664974619289, 0.3384615384615384)","[0.8709677419354839, 0.40298507462686567, 0.45150501672240795]"
1936,"(0.5185185185185185, 0.33082706766917297)","[0.7333333333333333, 0.46808510638297873, 0.5045871559633028]"
3684,"(0.4251207729468599, 0.3219512195121951)","[0.8571428571428571, 0.4225352112676056, 0.4702194357366771]"
4318,"(0.28930817610062887, 0.22151898734177214)","[0.8571428571428571, 0.2702702702702703, 0.3131524008350731]"
2607,"(0.5433526011560693, 0.4210526315789474)","[0.8928571428571429, 0.38461538461538464, 0.4340277777777778]"
3452,"(0.41666666666666663, 0.26315789473684215)","[0.75, 0.3582089552238806, 0.39999999999999997]"
3183,"(0.18798955613577023, 0.09448818897637797)","[0.6, 0.125, 0.1485148514851485]"
1252,"(0.36158192090395486, 0.14857142857142855)","[0.4, 0.22641509433962265, 0.24793388429752067]"
23,"(0.182648401826484, 0.0779816513761468)","[0.7222222222222222, 0.16455696202531644, 0.19461077844311375]"
3814,"(0.23936170212765961, 0.1443850267379679)","[0.7931034482758621, 0.152317880794702, 0.18167456556082145]"
801,"(0.27586206896551724, 0.20809248554913296)","[0.875, 0.2204724409448819, 0.25925925925925924]"
3104,"(0.16623376623376623, 0.05221932114882507)","[0.43243243243243246, 0.11267605633802817, 0.1322314049586777]"
192,"(0.09699321047526673, 0.04470359572400388)","[0.8333333333333334, 0.08064516129032258, 0.0984251968503937]"
1942,"(0.4031620553359684, 0.21513944223107567)","[0.8461538461538461, 0.26506024096385544, 0.30726256983240224]"
3135,"(0.3976608187134503, 0.23668639053254437)","[0.6764705882352942, 0.36507936507936506, 0.4020979020979021]"
109,"(0.21052631578947367, 0.06685236768802229)","[0.7272727272727273, 0.183206106870229, 0.2154398563734291]"
472,"(0.328125, 0.2047244094488189)","[0.782608695652174, 0.1836734693877551, 0.21686746987951808]"
4200,"(0.2625698324022346, 0.15730337078651685)","[0.8214285714285714, 0.17829457364341086, 0.21139705882352944]"
4080,"(0.12322274881516586, 0.009523809523809523)","[0.3611111111111111, 0.07878787878787878, 0.09339080459770115]"
1952,"(0.2857142857142857, 0.13559322033898305)","[0.6216216216216216, 0.25555555555555554, 0.2896725440806045]"
4135,"(0.2152230971128609, 0.1424802110817942)","[0.8148148148148148, 0.1746031746031746, 0.2071563088512241]"
4377,"(0.3333333333333333, 0.16030534351145037)","[0.9259259259259259, 0.2808988764044944, 0.3263707571801567]"
2633,"(0.18681318681318682, 0.07182320441988951)","[0.5806451612903226, 0.13533834586466165, 0.15985790408525752]"
1835,"(0.4242424242424243, 0.28820960698689957)","[0.9259259259259259, 0.32051282051282054, 0.3687315634218289]"
4195,"(0.13218390804597702, 0.028901734104046242)","[0.14285714285714285, 0.044642857142857144, 0.05175983436853002]"
2714,"(0.1568627450980392, 0.1001788908765653)","[0.6428571428571429, 0.09473684210526316, 0.11421319796954314]"
3151,"(0.25296442687747034, 0.11155378486055775)","[0.5454545454545454, 0.1978021978021978, 0.22670025188916873]"
1104,"(0.17770034843205573, 0.10839160839160839)","[0.8928571428571429, 0.13089005235602094, 0.15782828282828285]"
1699,"(0.2918454935622318, 0.12121212121212122)","[0.65625, 0.23333333333333334, 0.26785714285714285]"
228,"(0.16115702479338845, 0.05394190871369295)","[0.6071428571428571, 0.08900523560209424, 0.10732323232323233]"
573,"(0.25531914893617025, 0.15902140672782872)","[0.7647058823529411, 0.203125, 0.2380952380952381]"
1946,"(0.2864864864864865, 0.22282608695652176)","[0.9142857142857143, 0.2962962962962963, 0.3426124197002141]"
3321,"(0.23824451410658307, 0.0946372239747634)","[0.75, 0.23275862068965517, 0.26999999999999996]"
3719,"(0.12342215988779802, 0.06469760900140648)","[0.7575757575757576, 0.09124087591240876, 0.11071744906997343]"
2099,"(0.2691292875989446, 0.17506631299734748)","[0.90625, 0.23015873015873015, 0.27052238805970147]"
3458,"(0.21212121212121213, 0.12182741116751268)","[0.7142857142857143, 0.1736111111111111, 0.20458265139116202]"
2583,"(0.13902053712480253, 0.044374009508716325)","[0.6666666666666666, 0.08835341365461848, 0.10689990281827016]"
2565,"(0.3422459893048128, 0.12972972972972974)","[0.5135135135135135, 0.27941176470588236, 0.3074433656957929]"
1629,"(0.20594965675057206, 0.1471264367816092)","[0.8620689655172413, 0.17482517482517482, 0.20798668885191343]"
4022,"(0.3076923076923077, 0.2112676056338028)","[0.78125, 0.27472527472527475, 0.3156565656565657]"
564,"(0.13961038961038963, 0.0781758957654723)","[0.7741935483870968, 0.12244897959183673, 0.147239263803681]"
657,"(0.1826086956521739, 0.10043668122270742)","[0.7714285714285715, 0.1569767441860465, 0.18672199170124482]"
3683,"(0.29343629343629346, 0.17898832684824903)","[0.7241379310344828, 0.24705882352941178, 0.2845528455284553]"
639,"(0.3223684210526316, 0.1986754966887417)","[0.8285714285714286, 0.24166666666666667, 0.2815533980582524]"
2584,"(0.05477980665950591, 0.025806451612903222)","[0.7931034482758621, 0.0368, 0.045472518782127325]"
2539,"(0.032292787944025826, 0.005387931034482759)","[0.46875, 0.026041666666666668, 0.03210616438356164]"
3561,"(0.3886639676113361, 0.1959183673469388)","[0.8529411764705882, 0.3411764705882353, 0.3877005347593583]"
2423,"(0.1638095238095238, 0.08795411089866158)","[0.7647058823529411, 0.1187214611872146, 0.14285714285714285]"
32,"(0.21710526315789475, 0.08609271523178809)","[0.53125, 0.14655172413793102, 0.17137096774193547]"
898,"(0.20858895705521474, 0.14814814814814817)","[0.7307692307692307, 0.14285714285714285, 0.17025089605734767]"
4279,"(0.3, 0.21301775147928995)","[0.8648648648648649, 0.2222222222222222, 0.26101141924959215]"
1221,"(0.15666666666666668, 0.07692307692307691)","[0.7878787878787878, 0.11403508771929824, 0.13756613756613756]"
2370,"(0.13988095238095238, 0.1044776119402985)","[0.8333333333333334, 0.1276595744680851, 0.15368852459016394]"
1108,"(0.16260162601626016, 0.053061224489795916)","[0.7352941176470589, 0.1366120218579235, 0.16318537859007834]"
1155,"(0.2227602905569007, 0.11678832116788321)","[0.8333333333333334, 0.18404907975460122, 0.2180232558139535]"
2325,"(0.3128491620111732, 0.06779661016949153)","[0.5925925925925926, 0.25396825396825395, 0.2867383512544803]"
3501,"(0.6904761904761905, 0.46341463414634154)","[0.8260869565217391, 0.7307692307692307, 0.748031496062992]"
1369,"(0.8732394366197183, 0.8115942028985507)","[0.8181818181818182, 0.9, 0.8823529411764706]"
2694,"(0.19020172910662828, 0.08115942028985508)","[0.5, 0.11194029850746269, 0.13250883392226148]"
3030,"(0.14828209764918626, 0.08348457350272233)","[0.7435897435897436, 0.1318181818181818, 0.15778019586507072]"
2194,"(0.2469733656174334, 0.18004866180048662)","[0.7666666666666667, 0.17424242424242425, 0.20609318996415774]"
319,"(0.23013698630136986, 0.05509641873278238)","[0.7272727272727273, 0.18181818181818182, 0.21390374331550807]"
3280,"(0.2153846153846154, 0.14948453608247422)","[0.8181818181818182, 0.17880794701986755, 0.2119309262166405]"
2659,"(0.3421052631578948, 0.1415929203539823)","[0.6, 0.21686746987951808, 0.24861878453038674]"
4312,"(0.4313725490196078, 0.2772277227722772)","[0.717948717948718, 0.4, 0.43887147335423204]"
2223,"(0.21103117505995206, 0.10602409638554217)","[0.8518518518518519, 0.14465408805031446, 0.17345399698340874]"
142,"(0.3376623376623377, 0.2549019607843137)","[0.8461538461538461, 0.3055555555555556, 0.3503184713375796]"
4464,"(0.22941176470588234, 0.07692307692307691)","[0.6578947368421053, 0.17123287671232876, 0.20096463022508035]"
93,"(0.2041884816753927, 0.06842105263157895)","[0.6764705882352942, 0.1796875, 0.21062271062271065]"
3821,"(0.3191489361702128, 0.16129032258064516)","[0.4117647058823529, 0.20588235294117646, 0.22875816993464052]"
49,"(0.3139013452914798, 0.13574660633484162)","[0.78125, 0.29411764705882354, 0.3360215053763441]"
4405,"(0.15409309791332262, 0.11594202898550725)","[0.8275862068965517, 0.10619469026548672, 0.12861736334405147]"
171,"(0.20489977728285078, 0.10738255033557047)","[0.8, 0.17142857142857143, 0.2033898305084746]"
2426,"(0.16279069767441862, 0.10333333333333335)","[0.8333333333333334, 0.09950248756218906, 0.12077294685990339]"
1480,"(0.5029940119760479, 0.37575757575757573)","[0.6875, 0.4074074074074074, 0.44354838709677413]"
4310,"(0.31775700934579443, 0.25078369905956116)","[0.8666666666666667, 0.27956989247311825, 0.32338308457711445]"
144,"(0.23529411764705882, 0.15454545454545454)","[0.9310344827586207, 0.1875, 0.2231404958677686]"
2089,"(0.1733615221987315, 0.09766454352441613)","[0.84375, 0.16167664670658682, 0.19285714285714284]"
4117,"(0.7058823529411765, 0.5970149253731344)","[0.8333333333333334, 0.625, 0.6578947368421053]"
722,"(0.3295019157088122, 0.2393822393822394)","[0.9333333333333333, 0.27450980392156865, 0.31963470319634707]"
1609,"(0.4930232558139535, 0.41314553990610325)","[0.9655172413793104, 0.3684210526315789, 0.4204204204204204]"
558,"(0.255952380952381, 0.14970059880239522)","[0.90625, 0.2196969696969697, 0.2589285714285714]"
1673,"(0.6241134751773051, 0.5323741007194245)","[0.9375, 0.5882352941176471, 0.6355932203389831]"
1962,"(0.45161290322580644, 0.358695652173913)","[0.6486486486486487, 0.4067796610169492, 0.4395604395604396]"
2277,"(0.5465116279069767, 0.42352941176470593)","[0.782608695652174, 0.42857142857142855, 0.47120418848167533]"
2990,"(0.224390243902439, 0.12254901960784315)","[0.7105263157894737, 0.1956521739130435, 0.2288135593220339]"
2546,"(0.3900414937759336, 0.28451882845188287)","[0.7666666666666667, 0.25, 0.2889447236180904]"
3200,"(0.29962546816479396, 0.15849056603773587)","[0.7857142857142857, 0.23157894736842105, 0.2696078431372549]"
3955,"(0.2043222003929273, 0.15779092702169625)","[0.9705882352941176, 0.21153846153846154, 0.2507598784194529]"
1902,"(0.3515151515151515, 0.15950920245398773)","[0.4444444444444444, 0.21818181818181817, 0.24291497975708504]"
447,"(0.20316027088036118, 0.09977324263038548)","[0.6829268292682927, 0.15730337078651685, 0.18592297476759628]"
3007,"(0.22014051522248243, 0.11294117647058824)","[0.7931034482758621, 0.17037037037037037, 0.20210896309314585]"
1830,"(0.2952029520295203, 0.08178438661710037)","[0.5714285714285714, 0.20253164556962025, 0.2325581395348837]"
1510,"(0.19166666666666668, 0.11297071129707115)","[0.7142857142857143, 0.14534883720930233, 0.1728907330567082]"
99,"(0.3076923076923077, 0.10778443113772455)","[0.3793103448275862, 0.23404255319148937, 0.2534562211981567]"
812,"(0.1574468085106383, 0.0641025641025641)","[0.7666666666666667, 0.12169312169312169, 0.14631043256997453]"
901,"(0.18415417558886507, 0.07311827956989247)","[0.6470588235294118, 0.12222222222222222, 0.1458885941644562]"
451,"(0.10582010582010583, 0.03183023872679045)","[0.6451612903225806, 0.07407407407407407, 0.09000900090009001]"
619,"(0.07382550335570469, 0.024663677130044845)","[0.43243243243243246, 0.04419889502762431, 0.05387205387205388]"
1853,"(0.17943925233644858, 0.12382739212007503)","[0.9642857142857143, 0.14136125654450263, 0.17045454545454547]"
3453,"(0.41379310344827586, 0.24875621890547261)","[0.6428571428571429, 0.2727272727272727, 0.30821917808219174]"
1047,"(0.2043010752688172, 0.07027027027027027)","[0.46875, 0.12396694214876033, 0.14534883720930233]"
201,"(0.17406749555950268, 0.12121212121212122)","[0.8787878787878788, 0.13875598086124402, 0.1668584579976985]"
1294,"(0.11398963730569947, 0.020833333333333332)","[0.4857142857142857, 0.13934426229508196, 0.16252390057361374]"
2625,"(0.29927007299270075, 0.2426470588235294)","[0.7272727272727273, 0.26373626373626374, 0.3022670025188917]"
2893,"(0.22760290556900722, 0.15085158150851583)","[0.85, 0.2085889570552147, 0.24566473988439305]"
3485,"(0.2882882882882883, 0.055045871559633024)","[0.34210526315789475, 0.40625, 0.39156626506024095]"
431,"(0.28742514970059885, 0.20481927710843373)","[0.9285714285714286, 0.1984732824427481, 0.23550724637681159]"
1187,"(0.2, 0.10059171597633135)","[0.6153846153846154, 0.12598425196850394, 0.149812734082397]"
942,"(0.3448275862068966, 0.13043478260869565)","[0.6774193548387096, 0.28, 0.31722054380664655]"
810,"(0.30769230769230765, 0.11627906976744184)","[0.6060606060606061, 0.24096385542168675, 0.27397260273972607]"
1511,"(0.14022140221402216, 0.05555555555555555)","[0.6296296296296297, 0.09444444444444444, 0.11378848728246319]"
1435,"(0.4875621890547264, 0.3718592964824121)","[0.875, 0.4444444444444444, 0.4929577464788732]"
1791,"(0.30952380952380953, 0.21556886227544908)","[0.9032258064516129, 0.2222222222222222, 0.2616822429906542]"
4267,"(0.263013698630137, 0.22038567493112948)","[0.8333333333333334, 0.2032520325203252, 0.23946360153256704]"
1947,"(0.6666666666666667, 0.5161290322580646)","[0.7272727272727273, 0.5, 0.5333333333333333]"
2595,"(0.1348747591522158, 0.030947775628626693)","[0.59375, 0.095, 0.1141826923076923]"
3983,"(0.25531914893617025, 0.1550802139037433)","[0.7692307692307693, 0.18518518518518517, 0.21834061135371177]"
1042,"(0.3380281690140845, 0.2198581560283688)","[0.7931034482758621, 0.24468085106382978, 0.2839506172839506]"
3659,"(0.18225419664268588, 0.06746987951807229)","[0.6, 0.13432835820895522, 0.15901060070671377]"
1345,"(0.3090909090909091, 0.07407407407407407)","[0.32142857142857145, 0.28125, 0.2884615384615385]"
2981,"(0.1344, 0.07062600321027288)","[0.8108108108108109, 0.14423076923076922, 0.17261219792865362]"
1768,"(0.32236842105263164, 0.22516556291390727)","[0.8064516129032258, 0.22123893805309736, 0.2587991718426501]"
4352,"(0.2848664688427299, 0.21492537313432836)","[0.8518518518518519, 0.23711340206185566, 0.27710843373493976]"
2930,"(0.2191780821917808, 0.08264462809917356)","[0.7, 0.15671641791044777, 0.18551236749116606]"
3514,"(0.39999999999999997, 0.13953488372093023)","[0.6153846153846154, 0.42105263157894735, 0.449438202247191]"
2206,"(0.15274463007159905, 0.04316546762589928)","[0.4827586206896552, 0.09333333333333334, 0.11128775834658186]"
3950,"(0.2688172043010753, 0.18918918918918917)","[0.8888888888888888, 0.21621621621621623, 0.2547770700636943]"
2924,"(0.22277227722772278, 0.12935323383084577)","[0.8620689655172413, 0.15527950310559005, 0.1857355126300148]"
709,"(0.47058823529411764, 0.20512820512820512)","[0.5555555555555556, 0.40540540540540543, 0.4285714285714286]"
2200,"(0.14314115308151093, 0.04790419161676647)","[0.5882352941176471, 0.0970873786407767, 0.11655011655011656]"
3645,"(0.14624505928853754, 0.05952380952380952)","[0.8571428571428571, 0.17045454545454544, 0.20297699594046006]"
3230,"(0.22900763358778628, 0.13076923076923078)","[0.59375, 0.20430107526881722, 0.2351485148514852]"
670,"(0.18781725888324874, 0.08673469387755102)","[0.7714285714285715, 0.20300751879699247, 0.23809523809523805]"
2513,"(0.2769230769230769, 0.10526315789473684)","[0.7666666666666667, 0.19491525423728814, 0.22908366533864544]"
1413,"(0.21827411167512686, 0.14285714285714282)","[0.7096774193548387, 0.13496932515337423, 0.16105417276720352]"
73,"(0.23848238482384823, 0.14168937329700274)","[0.8461538461538461, 0.1774193548387097, 0.21072796934865903]"
3928,"(0.44808743169398907, 0.33149171270718225)","[0.8157894736842105, 0.4492753623188406, 0.49363057324840764]"
4468,"(0.2292134831460674, 0.1760722347629797)","[0.9666666666666667, 0.1746987951807229, 0.20893371757925072]"
739,"(0.3568464730290456, 0.14225941422594143)","[0.8285714285714286, 0.32222222222222224, 0.3670886075949367]"
3126,"(0.13256484149855907, 0.05491329479768786)","[0.7222222222222222, 0.1111111111111111, 0.1337448559670782]"
3704,"(0.2734375, 0.16535433070866143)","[0.5714285714285714, 0.23809523809523808, 0.2695417789757412]"
3194,"(0.27380952380952384, 0.048192771084337345)","[0.24324324324324326, 0.16071428571428573, 0.1724137931034483]"
1918,"(0.2111111111111111, 0.056179775280898875)","[0.3939393939393939, 0.23636363636363636, 0.25691699604743085]"
684,"(0.2947368421052632, 0.17667844522968199)","[0.9, 0.23893805309734514, 0.2800829875518672]"
997,"(0.39344262295081966, 0.26519337016574585)","[0.6451612903225806, 0.2898550724637681, 0.3257328990228013]"
4276,"(0.2643171806167401, 0.06222222222222223)","[0.3, 0.12, 0.13636363636363638]"
755,"(0.1837160751565762, 0.10901467505241091)","[0.7941176470588235, 0.15168539325842698, 0.18096514745308312]"
2226,"(0.20041753653444677, 0.14675052410901468)","[0.8235294117647058, 0.16666666666666666, 0.19830028328611896]"
2506,"(0.42152466367713004, 0.25339366515837103)","[0.8461538461538461, 0.36065573770491804, 0.40740740740740744]"
1182,"(0.3484848484848485, 0.16923076923076924)","[0.325, 0.325, 0.32500000000000007]"
2932,"(0.289308176100629, 0.14556962025316456)","[0.7647058823529411, 0.23214285714285715, 0.2697095435684647]"
2751,"(0.28671328671328666, 0.14084507042253522)","[0.8285714285714286, 0.3020833333333333, 0.34606205250596656]"
3022,"(0.2554517133956386, 0.1379310344827586)","[0.6060606060606061, 0.17094017094017094, 0.19960079840319364]"
2042,"(0.1935483870967742, 0.0918918918918919)","[0.5789473684210527, 0.13253012048192772, 0.1566951566951567]"
2786,"(0.2024793388429752, 0.14107883817427383)","[0.875, 0.1242603550295858, 0.15]"
2561,"(0.24870466321243523, 0.1875)","[0.9666666666666667, 0.20422535211267606, 0.24247491638795984]"
3518,"(0.25559105431309903, 0.12218649517684886)","[0.7575757575757576, 0.1984126984126984, 0.23277467411545621]"
1931,"(0.3223443223443223, 0.22140221402214022)","[0.8709677419354839, 0.2727272727272727, 0.31615925058548006]"
1819,"(0.19103313840155947, 0.1330724070450098)","[0.8857142857142857, 0.17415730337078653, 0.20749665327978584]"
2449,"(0.1602787456445993, 0.06993006993006994)","[0.75, 0.1038961038961039, 0.12552301255230125]"
226,"(0.1902834008097166, 0.10162601626016259)","[0.8611111111111112, 0.17714285714285713, 0.2105978260869565]"
3544,"(0.14509246088193456, 0.11982881597717547)","[0.9285714285714286, 0.10743801652892562, 0.13052208835341367]"
1487,"(0.17468805704099818, 0.1323792486583184)","[0.8484848484848485, 0.15300546448087432, 0.18300653594771238]"
349,"(0.13999999999999999, 0.040160642570281124)","[0.5428571428571428, 0.1, 0.11949685534591195]"
2853,"(0.11080332409972299, 0.04444444444444444)","[0.6333333333333333, 0.07450980392156863, 0.09047619047619047]"
4286,"(0.2270742358078603, 0.09691629955947137)","[0.5384615384615384, 0.16091954022988506, 0.18716577540106952]"
730,"(0.21266968325791852, 0.10454545454545454)","[0.8620689655172413, 0.15625, 0.18684603886397608]"
257,"(0.36286919831223635, 0.20425531914893616)","[0.7142857142857143, 0.2604166666666667, 0.2983293556085919]"
2292,"(0.235, 0.10552763819095479)","[0.875, 0.22950819672131148, 0.2692307692307692]"
957,"(0.29102167182662536, 0.17445482866043613)","[0.8620689655172413, 0.21929824561403508, 0.25773195876288657]"
948,"(0.11169284467713787, 0.04553415061295971)","[0.6842105263157895, 0.11353711790393013, 0.13626834381551362]"
4187,"(0.4395604395604395, 0.2111111111111111)","[0.7142857142857143, 0.3389830508474576, 0.3787878787878788]"
2803,"(0.30324909747292417, 0.1527272727272727)","[0.8387096774193549, 0.3058823529411765, 0.35040431266846356]"
883,"(0.19696969696969696, 0.07106598984771573)","[0.6774193548387096, 0.1390728476821192, 0.1653543307086614]"
150,"(0.24836601307189543, 0.13815789473684212)","[0.7142857142857143, 0.2032520325203252, 0.23719165085388996]"
1848,"(0.20535714285714288, 0.14798206278026907)","[0.8235294117647058, 0.19047619047619047, 0.22508038585209]"
393,"(0.2260869565217391, 0.17030567685589523)","[0.9310344827586207, 0.17197452229299362, 0.20547945205479448]"
3597,"(0.4502164502164502, 0.37554585152838427)","[0.9333333333333333, 0.32558139534883723, 0.37433155080213915]"
3738,"(0.08921933085501858, 0.029813664596273295)","[0.71875, 0.0705521472392638, 0.08607784431137726]"
