,pred_summary_score,my_pred_summary_score
3389,"(0.2891566265060241, 0.1515151515151515)","[0.8181818181818182, 0.23275862068965517, 0.2716297786720322]"
2128,"(0.2864864864864865, 0.2391304347826087)","[0.9375, 0.24, 0.2819548872180451]"
3252,"(0.07738607050730868, 0.02756244616709733)","[0.6551724137931034, 0.0572289156626506, 0.07000736919675755]"
2742,"(0.34265734265734266, 0.22535211267605632)","[0.8666666666666667, 0.2736842105263158, 0.3170731707317073]"
1429,"(0.35019455252918286, 0.203921568627451)","[0.7777777777777778, 0.23333333333333334, 0.2713178294573643]"
575,"(0.28771929824561404, 0.13427561837455831)","[0.7058823529411765, 0.24, 0.2764976958525346]"
1641,"(0.6467065868263473, 0.43636363636363634)","[1.0, 0.46938775510204084, 0.5251141552511416]"
2385,"(0.1310861423220974, 0.04135338345864662)","[0.45161290322580644, 0.08139534883720931, 0.09735744089012517]"
1326,"(0.45662100456621, 0.359447004608295)","[0.9047619047619048, 0.2923076923076923, 0.33807829181494664]"
993,"(0.16915422885572137, 0.07500000000000001)","[0.8787878787878788, 0.18125, 0.21545319465081722]"
317,"(0.5026178010471204, 0.3386243386243386)","[0.8387096774193549, 0.40625, 0.4529616724738676]"
1792,"(0.23966942148760334, 0.09166666666666667)","[0.5172413793103449, 0.1875, 0.2148997134670487]"
3685,"(0.19913419913419914, 0.1608695652173913)","[0.7428571428571429, 0.16774193548387098, 0.19847328244274812]"
2681,"(0.21882951653944022, 0.1329923273657289)","[0.6388888888888888, 0.16312056737588654, 0.19166666666666668]"
2599,"(0.20664206642066424, 0.15925925925925927)","[0.9259259259259259, 0.15527950310559005, 0.1862891207153502]"
2952,"(0.6984126984126984, 0.6557377049180327)","[0.7894736842105263, 0.8333333333333334, 0.8241758241758242]"
3668,"(0.25757575757575757, 0.09160305343511452)","[0.56, 0.175, 0.20289855072463767]"
2683,"(0.2097902097902098, 0.15456674473067913)","[0.8181818181818182, 0.19148936170212766, 0.22613065326633164]"
1406,"(0.19161676646706588, 0.12024048096192386)","[0.8648648648648649, 0.16161616161616163, 0.19300361881785283]"
700,"(0.23004694835680753, 0.12735849056603774)","[0.7857142857142857, 0.1375, 0.16467065868263472]"
153,"(0.15734989648033126, 0.06652806652806653)","[0.5882352941176471, 0.12658227848101267, 0.15015015015015015]"
2672,"(0.208, 0.1126005361930295)","[0.8620689655172413, 0.1968503937007874, 0.23277467411545624]"
938,"(0.18450184501845018, 0.1148148148148148)","[0.8387096774193549, 0.12745098039215685, 0.153482880755608]"
2328,"(0.20179372197309414, 0.12612612612612614)","[0.8666666666666667, 0.18309859154929578, 0.2173913043478261]"
1012,"(0.32653061224489793, 0.2206896551724138)","[0.5277777777777778, 0.3958333333333333, 0.41666666666666663]"
1311,"(0.3448275862068966, 0.2007722007722008)","[0.7352941176470589, 0.2976190476190476, 0.3378378378378379]"
2697,"(0.3555555555555555, 0.16417910447761194)","[0.78125, 0.2976190476190476, 0.33967391304347827]"
992,"(0.19955654101995568, 0.1291759465478842)","[0.875, 0.14482758620689656, 0.17384105960264903]"
1443,"(0.2842639593908629, 0.11282051282051284)","[0.71875, 0.2987012987012987, 0.338235294117647]"
3424,"(0.6753246753246753, 0.5526315789473684)","[0.8620689655172413, 0.6097560975609756, 0.6476683937823835]"
3531,"(0.588235294117647, 0.3880597014925373)","[0.8076923076923077, 0.5384615384615384, 0.5769230769230769]"
1974,"(0.14355628058727568, 0.05564648117839607)","[0.6333333333333333, 0.08296943231441048, 0.10042283298097252]"
3350,"(0.16282642089093702, 0.10477657935285054)","[0.9565217391304348, 0.1073170731707317, 0.13048635824436536]"
3623,"(0.17271157167530224, 0.11785095320623916)","[0.9166666666666666, 0.11224489795918367, 0.13613861386138612]"
3969,"(0.33507853403141363, 0.15873015873015872)","[0.5833333333333334, 0.3620689655172414, 0.39179104477611937]"
1632,"(0.2887323943661972, 0.12056737588652483)","[0.7777777777777778, 0.17796610169491525, 0.21042084168336672]"
1981,"(0.21956087824351297, 0.16432865731462928)","[0.9285714285714286, 0.17567567567567569, 0.20967741935483872]"
1325,"(0.21563342318059298, 0.07046070460704607)","[0.7352941176470589, 0.15151515151515152, 0.18011527377521616]"
3212,"(0.45255474452554745, 0.1333333333333333)","[0.625, 0.47619047619047616, 0.49999999999999994]"
3690,"(0.38427947598253276, 0.2202643171806167)","[0.8125, 0.3466666666666667, 0.391566265060241]"
3507,"(0.25247524752475253, 0.1691542288557214)","[0.9259259259259259, 0.1953125, 0.2319109461966605]"
1989,"(0.3243243243243243, 0.27190332326283984)","[0.9285714285714286, 0.25, 0.2927927927927928]"
809,"(0.04553734061930783, 0.012773722627737228)","[0.3448275862068966, 0.02188183807439825, 0.026925148088314487]"
3203,"(0.19220779220779222, 0.08877284595300261)","[0.7058823529411765, 0.183206106870229, 0.21505376344086025]"
3985,"(0.3568075117370892, 0.20853080568720378)","[0.6944444444444444, 0.35714285714285715, 0.39556962025316456]"
1467,"(0.25066666666666665, 0.1126005361930295)","[0.8, 0.20168067226890757, 0.23715415019762845]"
2464,"(0.1431064572425829, 0.08056042031523643)","[0.6666666666666666, 0.09411764705882353, 0.11363636363636362]"
4430,"(0.23132530120481923, 0.1549636803874092)","[0.8611111111111112, 0.23846153846153847, 0.2787769784172661]"
940,"(0.17054263565891473, 0.08949416342412451)","[0.7741935483870968, 0.14035087719298245, 0.16783216783216784]"
1301,"(0.2684563758389262, 0.12162162162162163)","[0.64, 0.1568627450980392, 0.18475750577367206]"
272,"(0.17374517374517373, 0.11627906976744184)","[0.7777777777777778, 0.14093959731543623, 0.16853932584269662]"
1997,"(0.16498993963782696, 0.09696969696969697)","[0.8064516129032258, 0.11210762331838565, 0.1354279523293608]"
2819,"(0.31186440677966104, 0.19112627986348124)","[0.7931034482758621, 0.22549019607843138, 0.2631578947368421]"
2291,"(0.26344086021505375, 0.2054054054054054)","[0.9629629629629629, 0.23853211009174313, 0.2807775377969763]"
967,"(0.18064516129032257, 0.07343412526997842)","[0.6666666666666666, 0.136986301369863, 0.1628664495114006]"
3076,"(0.23267326732673266, 0.12935323383084577)","[0.8235294117647058, 0.2204724409448819, 0.25830258302583026]"
1606,"(0.6470588235294118, 0.4848484848484849)","[0.6666666666666666, 0.5454545454545454, 0.5660377358490566]"
677,"(0.3348017621145374, 0.1511111111111111)","[0.65625, 0.3088235294117647, 0.3453947368421053]"
713,"(0.21875, 0.09947643979057591)","[0.7931034482758621, 0.17424242424242425, 0.2064631956912029]"
3459,"(0.17592592592592593, 0.037383177570093455)","[0.45454545454545453, 0.12987012987012986, 0.1515151515151515]"
2789,"(0.2887700534759358, 0.23655913978494622)","[0.9642857142857143, 0.26732673267326734, 0.3125]"
2341,"(0.27999999999999997, 0.1129032258064516)","[0.696969696969697, 0.2875, 0.32577903682719545]"
1190,"(0.6710526315789475, 0.5066666666666666)","[0.8857142857142857, 0.6458333333333334, 0.682819383259912]"
2689,"(0.1771720613287905, 0.14017094017094017)","[1.0, 0.15425531914893617, 0.18565941101152372]"
592,"(0.26837060702875404, 0.18006430868167203)","[0.8181818181818182, 0.2231404958677686, 0.2611218568665377]"
4292,"(0.22115384615384617, 0.11111111111111112)","[0.7, 0.12883435582822086, 0.15395894428152493]"
1932,"(0.16225165562913907, 0.09966777408637874)","[0.8064516129032258, 0.13966480446927373, 0.16733601070950468]"
2767,"(0.25954198473282436, 0.10852713178294573)","[0.3333333333333333, 0.2777777777777778, 0.28735632183908044]"
4121,"(0.35766423357664234, 0.2573529411764706)","[0.9375, 0.2912621359223301, 0.33783783783783783]"
1710,"(0.40336134453781514, 0.188034188034188)","[0.37142857142857144, 0.34210526315789475, 0.34759358288770054]"
4421,"(0.19439252336448598, 0.15009380863039398)","[0.9090909090909091, 0.16129032258064516, 0.19305019305019303]"
1296,"(0.26373626373626374, 0.1602209944751381)","[0.7307692307692307, 0.1557377049180328, 0.18482490272373542]"
525,"(0.4382022471910112, 0.28409090909090906)","[0.7272727272727273, 0.42105263157894735, 0.45977011494252873]"
2572,"(0.21989528795811517, 0.12105263157894737)","[0.8275862068965517, 0.19834710743801653, 0.2339181286549708]"
4230,"(0.3548387096774193, 0.06557377049180328)","[0.34285714285714286, 0.375, 0.3680981595092025]"
1212,"(0.27976190476190477, 0.18562874251497005)","[0.967741935483871, 0.26548672566371684, 0.31055900621118016]"
1485,"(0.12037037037037038, 0.04643962848297213)","[0.8, 0.1085972850678733, 0.13129102844638948]"
2355,"(0.51, 0.3333333333333333)","[0.8709677419354839, 0.4090909090909091, 0.4576271186440678]"
1936,"(0.5401459854014597, 0.34074074074074073)","[0.7857142857142857, 0.4888888888888889, 0.5288461538461539]"
3684,"(0.42105263157894735, 0.3188405797101449)","[0.8823529411764706, 0.44776119402985076, 0.4966887417218544]"
4318,"(0.29012345679012347, 0.21739130434782608)","[0.9142857142857143, 0.3018867924528302, 0.34858387799564267]"
2607,"(0.5536723163841808, 0.43428571428571433)","[0.8928571428571429, 0.4166666666666667, 0.4664179104477612]"
3452,"(0.4329896907216495, 0.28125)","[0.78125, 0.390625, 0.4340277777777778]"
3183,"(0.1953727506426735, 0.103359173126615)","[0.6, 0.125, 0.1485148514851485]"
1252,"(0.3595505617977528, 0.1477272727272727)","[0.41379310344827586, 0.23076923076923078, 0.25316455696202533]"
23,"(0.18426966292134828, 0.07674943566591423)","[0.7222222222222222, 0.17218543046357615, 0.203125]"
3814,"(0.2380952380952381, 0.14361702127659573)","[0.8275862068965517, 0.16216216216216217, 0.19323671497584544]"
801,"(0.27586206896551724, 0.20809248554913296)","[0.9375, 0.23809523809523808, 0.27985074626865675]"
3104,"(0.16879795396419436, 0.05141388174807198)","[0.5405405405405406, 0.14492753623188406, 0.1697792869269949]"
192,"(0.09615384615384615, 0.04431599229287091)","[0.8333333333333334, 0.08503401360544217, 0.10364842454394692]"
1942,"(0.4, 0.2134387351778656)","[0.84, 0.26582278481012656, 0.30791788856304986]"
3135,"(0.3976608187134503, 0.23668639053254437)","[0.6875, 0.3728813559322034, 0.41044776119402987]"
109,"(0.20879120879120877, 0.06629834254143648)","[0.6896551724137931, 0.1652892561983471, 0.19493177387914234]"
472,"(0.3230769230769231, 0.20155038759689922)","[0.782608695652174, 0.1875, 0.22113022113022113]"
4200,"(0.26997245179063356, 0.16620498614958448)","[0.8928571428571429, 0.1937984496124031, 0.2297794117647059]"
4080,"(0.12235294117647058, 0.009456264775413713)","[0.34285714285714286, 0.0736196319018405, 0.08733624454148473]"
1952,"(0.2892561983471074, 0.14166666666666666)","[0.6486486486486487, 0.2727272727272727, 0.30848329048843187]"
4135,"(0.21875, 0.14659685863874347)","[0.8148148148148148, 0.18181818181818182, 0.2152641878669276]"
4377,"(0.3283582089552239, 0.16541353383458646)","[0.9629629629629629, 0.2988505747126437, 0.3466666666666667]"
2633,"(0.18681318681318682, 0.07182320441988951)","[0.5806451612903226, 0.13953488372093023, 0.16453382084095064]"
1835,"(0.42918454935622313, 0.2943722943722944)","[0.9629629629629629, 0.33766233766233766, 0.3880597014925373]"
4195,"(0.12994350282485875, 0.028409090909090908)","[0.15625, 0.04504504504504504, 0.052521008403361345]"
2714,"(0.15929203539823011, 0.0994671403197158)","[0.6428571428571429, 0.0962566844919786, 0.11597938144329896]"
3151,"(0.25680933852140075, 0.11764705882352942)","[0.5454545454545454, 0.20689655172413793, 0.23622047244094488]"
1104,"(0.1764705882352941, 0.10763888888888888)","[0.8928571428571429, 0.13736263736263737, 0.16534391534391535]"
1699,"(0.2918454935622318, 0.12121212121212122)","[0.6333333333333333, 0.2159090909090909, 0.2486910994764398]"
228,"(0.15821501014198783, 0.05295315682281059)","[0.6538461538461539, 0.09392265193370165, 0.11333333333333331]"
573,"(0.25531914893617025, 0.15902140672782872)","[0.7647058823529411, 0.208, 0.2434456928838951]"
1946,"(0.2864864864864865, 0.22282608695652176)","[0.9117647058823529, 0.30097087378640774, 0.3475336322869955]"
3321,"(0.23312883435582823, 0.0925925925925926)","[0.7777777777777778, 0.24347826086956523, 0.282258064516129]"
3719,"(0.12104539202200827, 0.06344827586206897)","[0.8518518518518519, 0.08846153846153847, 0.10777881911902532]"
2099,"(0.2691292875989446, 0.17506631299734748)","[0.896551724137931, 0.23853211009174313, 0.27956989247311825]"
3458,"(0.215, 0.12060301507537688)","[0.7714285714285715, 0.18493150684931506, 0.2180936995153473]"
2583,"(0.13953488372093026, 0.043545878693623634)","[0.696969696969697, 0.10043668122270742, 0.12118018967334038]"
2565,"(0.3368421052631579, 0.12765957446808512)","[0.5135135135135135, 0.2878787878787879, 0.31561461794019935]"
1629,"(0.20408163265306123, 0.14578587699316628)","[0.8620689655172413, 0.17985611510791366, 0.21367521367521367]"
4022,"(0.3066202090592335, 0.21052631578947367)","[0.7666666666666667, 0.27058823529411763, 0.31081081081081074]"
564,"(0.14125200642054575, 0.08051529790660225)","[0.7741935483870968, 0.12903225806451613, 0.15483870967741936]"
657,"(0.1849462365591398, 0.09935205183585315)","[0.7878787878787878, 0.16455696202531644, 0.19548872180451127]"
3683,"(0.2923076923076923, 0.17829457364341086)","[0.7241379310344828, 0.25301204819277107, 0.2908587257617728]"
639,"(0.3202614379084967, 0.19736842105263155)","[0.8235294117647058, 0.2413793103448276, 0.28112449799196787]"
2584,"(0.053712480252764615, 0.025303110173958882)","[0.8275862068965517, 0.039603960396039604, 0.04891969017529556]"
2539,"(0.03115264797507788, 0.005197505197505197)","[0.4642857142857143, 0.028761061946902654, 0.03540305010893246]"
3561,"(0.3858267716535433, 0.19841269841269837)","[0.875, 0.37333333333333335, 0.4216867469879518]"
2423,"(0.15925925925925927, 0.08550185873605948)","[0.7741935483870968, 0.11764705882352941, 0.14167650531286896]"
32,"(0.21221864951768488, 0.08414239482200647)","[0.5483870967741935, 0.15178571428571427, 0.1774530271398747]"
898,"(0.21556886227544908, 0.15060240963855423)","[0.7307692307692307, 0.1484375, 0.17657992565055763]"
4279,"(0.2956521739130435, 0.20991253644314872)","[0.8611111111111112, 0.21678321678321677, 0.25493421052631576]"
1221,"(0.15562913907284767, 0.07308970099667775)","[0.78125, 0.11467889908256881, 0.13827433628318586]"
2370,"(0.14348462664714495, 0.1145374449339207)","[0.8888888888888888, 0.1391304347826087, 0.1673640167364017]"
1108,"(0.164, 0.05622489959839358)","[0.7419354838709677, 0.13450292397660818, 0.16083916083916083]"
1155,"(0.2222222222222222, 0.11650485436893201)","[0.8285714285714286, 0.18471337579617833, 0.21870286576168926]"
2325,"(0.31693989071038253, 0.07734806629834254)","[0.56, 0.23728813559322035, 0.26819923371647514]"
3501,"(0.6904761904761905, 0.46341463414634154)","[0.8260869565217391, 0.76, 0.7723577235772356]"
1369,"(0.8732394366197183, 0.8115942028985507)","[0.8636363636363636, 0.95, 0.931372549019608]"
2694,"(0.19154929577464788, 0.0906515580736544)","[0.5333333333333333, 0.125, 0.14760147601476015]"
3030,"(0.14920071047957373, 0.08199643493761141)","[0.7435897435897436, 0.1336405529953917, 0.15986769570011025]"
2194,"(0.2469733656174334, 0.17518248175182483)","[0.7586206896551724, 0.171875, 0.20332717190388172]"
319,"(0.225201072386059, 0.053908355795148244)","[0.7272727272727273, 0.18604651162790697, 0.2185792349726776]"
3280,"(0.21319796954314718, 0.1479591836734694)","[0.875, 0.19310344827586207, 0.22875816993464054]"
2659,"(0.34188034188034183, 0.14655172413793105)","[0.6071428571428571, 0.2361111111111111, 0.2689873417721519]"
4312,"(0.4292682926829268, 0.27586206896551724)","[0.7027027027027027, 0.4126984126984127, 0.4498269896193771]"
2223,"(0.2117647058823529, 0.10874704491725767)","[0.8461538461538461, 0.14285714285714285, 0.17133956386292834]"
142,"(0.34177215189873417, 0.25477707006369427)","[0.9117647058823529, 0.34444444444444444, 0.3934010152284264]"
4464,"(0.22413793103448273, 0.07514450867052024)","[0.6666666666666666, 0.17647058823529413, 0.20689655172413796]"
93,"(0.20460358056265987, 0.06683804627249357)","[0.7941176470588235, 0.21951219512195122, 0.25665399239543724]"
3821,"(0.31746031746031744, 0.160427807486631)","[0.4117647058823529, 0.20588235294117646, 0.22875816993464052]"
49,"(0.31718061674008813, 0.14222222222222222)","[0.8064516129032258, 0.2976190476190476, 0.34059945504087197]"
4405,"(0.15286624203821658, 0.11501597444089456)","[0.8275862068965517, 0.11374407582938388, 0.13745704467353953]"
171,"(0.20309050772626933, 0.10199556541019955)","[0.8333333333333334, 0.1893939393939394, 0.2240143369175627]"
2426,"(0.1652892561983471, 0.10281923714759536)","[0.8333333333333334, 0.10204081632653061, 0.12376237623762378]"
1480,"(0.5088757396449705, 0.38323353293413176)","[0.6875, 0.4, 0.4365079365079365]"
4310,"(0.31578947368421056, 0.24922118380062305)","[0.8666666666666667, 0.2765957446808511, 0.3201970443349754]"
144,"(0.23214285714285715, 0.15246636771300448)","[0.9629629629629629, 0.19402985074626866, 0.23090586145648315]"
2089,"(0.1764705882352941, 0.0970464135021097)","[0.8333333333333334, 0.15527950310559005, 0.18545994065281898]"
4117,"(0.7058823529411765, 0.5970149253731344)","[0.8529411764705882, 0.6304347826086957, 0.6651376146788992]"
722,"(0.3295019157088122, 0.2393822393822394)","[0.9285714285714286, 0.26804123711340205, 0.3125]"
1609,"(0.4884792626728111, 0.4)","[0.9655172413793104, 0.36363636363636365, 0.4154302670623145]"
558,"(0.26512968299711814, 0.16231884057971013)","[0.8709677419354839, 0.20930232558139536, 0.24680073126142596]"
1673,"(0.6338028169014085, 0.5428571428571429)","[0.9666666666666667, 0.6041666666666666, 0.653153153153153]"
1962,"(0.45161290322580644, 0.358695652173913)","[0.6176470588235294, 0.40384615384615385, 0.43388429752066116]"
2277,"(0.5465116279069767, 0.42352941176470593)","[0.7727272727272727, 0.425, 0.46703296703296704]"
2990,"(0.22760290556900722, 0.11678832116788321)","[0.7419354838709677, 0.184, 0.2165725047080979]"
2546,"(0.4, 0.29629629629629634)","[0.8275862068965517, 0.2608695652173913, 0.3022670025188917]"
3200,"(0.30656934306569344, 0.16176470588235295)","[0.8571428571428571, 0.25263157894736843, 0.29411764705882354]"
3955,"(0.203125, 0.1568627450980392)","[0.9705882352941176, 0.22297297297297297, 0.26357827476038337]"
1902,"(0.35928143712574856, 0.16969696969696965)","[0.5, 0.23636363636363636, 0.26422764227642276]"
447,"(0.20489977728285078, 0.09843400447427293)","[0.7777777777777778, 0.175, 0.2071005917159763]"
3007,"(0.21809744779582363, 0.11655011655011657)","[0.8148148148148148, 0.16666666666666666, 0.1981981981981982]"
1830,"(0.2981818181818182, 0.0879120879120879)","[0.5714285714285714, 0.21621621621621623, 0.2469135802469136]"
1510,"(0.18813905930470348, 0.1108829568788501)","[0.75, 0.15483870967741936, 0.18404907975460125]"
99,"(0.3076923076923077, 0.10778443113772455)","[0.37037037037037035, 0.2222222222222222, 0.2415458937198067]"
812,"(0.15611814345991562, 0.0635593220338983)","[0.7586206896551724, 0.11891891891891893, 0.14304291287386217]"
901,"(0.18143459915611815, 0.07203389830508475)","[0.6470588235294118, 0.125, 0.14905149051490515]"
451,"(0.10649350649350652, 0.033854166666666664)","[0.6774193548387096, 0.07954545454545454, 0.09659613615455381]"
619,"(0.07480748074807482, 0.026460859977949284)","[0.45714285714285713, 0.04610951008645533, 0.05621925509486999]"
1853,"(0.17328519855595667, 0.11956521739130435)","[0.9629629629629629, 0.15028901734104047, 0.18080667593880392]"
3453,"(0.4195121951219512, 0.2561576354679803)","[0.7407407407407407, 0.3225806451612903, 0.3636363636363636]"
1047,"(0.20159151193633953, 0.06933333333333333)","[0.4838709677419355, 0.1271186440677966, 0.14910536779324055]"
201,"(0.18118466898954705, 0.12937062937062935)","[0.9090909090909091, 0.14354066985645933, 0.17261219792865362]"
1294,"(0.11219512195121951, 0.0196078431372549)","[0.4482758620689655, 0.1625, 0.18624641833810887]"
2625,"(0.29927007299270075, 0.2352941176470588)","[0.75, 0.26666666666666666, 0.30612244897959184]"
2893,"(0.22911694510739858, 0.15827338129496402)","[0.8947368421052632, 0.21656050955414013, 0.2552552552552553]"
3485,"(0.2857142857142857, 0.05454545454545454)","[0.34210526315789475, 0.41935483870967744, 0.4012345679012346]"
431,"(0.2848837209302326, 0.20467836257309943)","[0.9230769230769231, 0.1951219512195122, 0.23166023166023167]"
1187,"(0.19941348973607037, 0.10029498525073745)","[0.6538461538461539, 0.14166666666666666, 0.16798418972332016]"
942,"(0.3418803418803419, 0.12931034482758622)","[0.6666666666666666, 0.2898550724637681, 0.32679738562091504]"
810,"(0.30769230769230765, 0.11627906976744184)","[0.59375, 0.24358974358974358, 0.2761627906976744]"
1511,"(0.1384335154826958, 0.054844606946983544)","[0.6153846153846154, 0.09248554913294797, 0.11142061281337048]"
1435,"(0.4875621890547264, 0.3517587939698492)","[0.9032258064516129, 0.4666666666666667, 0.5166051660516605]"
1791,"(0.3086053412462908, 0.21492537313432836)","[0.9032258064516129, 0.22950819672131148, 0.26974951830443156]"
4267,"(0.2615803814713896, 0.2191780821917808)","[0.8333333333333334, 0.2066115702479339, 0.24319066147859925]"
1947,"(0.0, 0.0)","[0.058823529411764705, 0.06666666666666667, 0.06493506493506494]"
2595,"(0.13766730401529637, 0.030710172744721684)","[0.59375, 0.10052910052910052, 0.12055837563451775]"
3983,"(0.25531914893617025, 0.1550802139037433)","[0.7692307692307693, 0.18867924528301888, 0.22222222222222224]"
1042,"(0.3367697594501718, 0.21453287197231835)","[0.7931034482758621, 0.2839506172839506, 0.32577903682719545]"
3659,"(0.18225419664268588, 0.06746987951807229)","[0.6, 0.13740458015267176, 0.1624548736462094]"
1345,"(0.32432432432432434, 0.09174311926605505)","[0.36, 0.2903225806451613, 0.30201342281879195]"
2981,"(0.136724960254372, 0.0733652312599681)","[0.8108108108108109, 0.14563106796116504, 0.17421602787456447]"
1768,"(0.31715210355987056, 0.22149837133550487)","[0.8387096774193549, 0.23008849557522124, 0.2691511387163561]"
4352,"(0.28402366863905326, 0.2142857142857143)","[0.8518518518518519, 0.24210526315789474, 0.28255528255528256]"
2930,"(0.22282608695652173, 0.08743169398907104)","[0.7666666666666667, 0.17692307692307693, 0.2090909090909091]"
3514,"(0.39999999999999997, 0.13953488372093023)","[0.5833333333333334, 0.4117647058823529, 0.43750000000000006]"
2206,"(0.1527777777777778, 0.04651162790697675)","[0.4642857142857143, 0.09352517985611511, 0.11130136986301371]"
3950,"(0.2680965147453083, 0.18328840970350402)","[0.88, 0.21782178217821782, 0.25641025641025644]"
2924,"(0.22493887530562345, 0.12776412776412777)","[0.896551724137931, 0.174496644295302, 0.20799999999999996]"
709,"(0.47058823529411764, 0.20512820512820512)","[0.56, 0.4, 0.42424242424242425]"
2200,"(0.14341085271317827, 0.05058365758754863)","[0.59375, 0.09693877551020408, 0.11642156862745098]"
3645,"(0.14671814671814673, 0.05813953488372093)","[0.9142857142857143, 0.1893491124260355, 0.2250351617440225]"
3230,"(0.23484848484848486, 0.1297709923664122)","[0.59375, 0.20652173913043478, 0.23750000000000002]"
670,"(0.18639798488664988, 0.08607594936708862)","[0.8235294117647058, 0.21374045801526717, 0.25089605734767023]"
2513,"(0.2752293577981652, 0.10461538461538461)","[0.7586206896551724, 0.19469026548672566, 0.22869022869022873]"
1413,"(0.2139303482587065, 0.14)","[0.7241379310344828, 0.14189189189189189, 0.16908212560386474]"
73,"(0.23466666666666666, 0.1447721179624665)","[0.8461538461538461, 0.18181818181818182, 0.21568627450980393]"
3928,"(0.45652173913043476, 0.34065934065934067)","[0.84375, 0.4426229508196721, 0.4891304347826087]"
4468,"(0.2292134831460674, 0.1760722347629797)","[0.9655172413793104, 0.17391304347826086, 0.2080237741456166]"
739,"(0.3643724696356275, 0.13877551020408163)","[0.8235294117647058, 0.3373493975903614, 0.3825136612021858]"
3126,"(0.13617021276595745, 0.059743954480796585)","[0.7777777777777778, 0.12173913043478261, 0.14644351464435146]"
3704,"(0.2801556420233463, 0.1647058823529412)","[0.6060606060606061, 0.24390243902439024, 0.27700831024930744]"
3194,"(0.26744186046511625, 0.04705882352941176)","[0.25, 0.16981132075471697, 0.18145161290322578]"
1918,"(0.20994475138121546, 0.055865921787709494)","[0.40625, 0.24074074074074073, 0.2620967741935484]"
684,"(0.2937062937062937, 0.176056338028169)","[0.896551724137931, 0.24074074074074073, 0.281995661605206]"
997,"(0.39153439153439157, 0.26737967914438504)","[0.6774193548387096, 0.3181818181818182, 0.3559322033898305]"
4276,"(0.26200873362445415, 0.06167400881057268)","[0.32, 0.11940298507462686, 0.13651877133105803]"
755,"(0.18775510204081633, 0.10655737704918032)","[0.875, 0.17073170731707318, 0.20348837209302328]"
2226,"(0.20041753653444677, 0.14675052410901468)","[0.8235294117647058, 0.17073170731707318, 0.20289855072463767]"
2506,"(0.4229074889867841, 0.2577777777777778)","[0.8461538461538461, 0.3728813559322034, 0.41984732824427484]"
1182,"(0.33333333333333337, 0.16176470588235295)","[0.34210526315789475, 0.40625, 0.39156626506024095]"
2932,"(0.2875, 0.14465408805031446)","[0.7575757575757576, 0.22727272727272727, 0.2642706131078224]"
2751,"(0.2986111111111111, 0.14685314685314685)","[0.8571428571428571, 0.3225806451612903, 0.36855036855036855]"
3022,"(0.2523076923076923, 0.13622291021671828)","[0.6060606060606061, 0.1724137931034483, 0.20120724346076457]"
2042,"(0.19371727748691103, 0.09473684210526316)","[0.6052631578947368, 0.1411042944785276, 0.16666666666666666]"
2786,"(0.20081967213114754, 0.13580246913580246)","[0.875, 0.13725490196078433, 0.16509433962264153]"
2561,"(0.24936386768447838, 0.18925831202046037)","[1.0, 0.21739130434782608, 0.25773195876288657]"
3518,"(0.25949367088607594, 0.12101910828025476)","[0.75, 0.19834710743801653, 0.2325581395348837]"
1931,"(0.31884057971014496, 0.21897810218978106)","[0.8709677419354839, 0.28421052631578947, 0.32846715328467146]"
1819,"(0.19066147859922178, 0.1328125)","[0.8857142857142857, 0.18562874251497005, 0.22048364153627312]"
2449,"(0.16123499142367068, 0.06884681583476764)","[0.7666666666666667, 0.1050228310502283, 0.12693156732891833]"
226,"(0.18799999999999997, 0.10040160642570281)","[0.8611111111111112, 0.18023255813953487, 0.2140883977900552]"
3544,"(0.14488636363636365, 0.11965811965811965)","[0.9259259259259259, 0.10822510822510822, 0.13144058885383805]"
1487,"(0.17314487632508832, 0.1276595744680851)","[0.84375, 0.1534090909090909, 0.18342391304347827]"
349,"(0.1411764705882353, 0.04330708661417323)","[0.5588235294117647, 0.10674157303370786, 0.12734584450402142]"
2853,"(0.1092896174863388, 0.043835616438356165)","[0.6666666666666666, 0.0823045267489712, 0.09980039920159679]"
4286,"(0.21848739495798317, 0.11016949152542374)","[0.56, 0.16666666666666666, 0.19390581717451524]"
730,"(0.21218961625282165, 0.10430839002267572)","[0.8620689655172413, 0.16556291390728478, 0.19747235387045814]"
257,"(0.3568464730290456, 0.20083682008368203)","[0.7714285714285715, 0.27, 0.3103448275862069]"
2292,"(0.23267326732673266, 0.1044776119402985)","[0.90625, 0.2457627118644068, 0.28769841269841273]"
957,"(0.28658536585365857, 0.17177914110429449)","[0.8571428571428571, 0.21428571428571427, 0.25210084033613445]"
948,"(0.11130434782608695, 0.04537521815008725)","[0.6842105263157895, 0.11607142857142858, 0.139186295503212]"
4187,"(0.4395604395604395, 0.2111111111111111)","[0.7407407407407407, 0.3448275862068966, 0.3861003861003861]"
2803,"(0.2926829268292683, 0.1473684210526316)","[0.8695652173913043, 0.2777777777777778, 0.3215434083601286]"
883,"(0.19704433497536944, 0.07425742574257424)","[0.7407407407407407, 0.14184397163120568, 0.1692047377326565]"
150,"(0.24050632911392406, 0.1337579617834395)","[0.6875, 0.19130434782608696, 0.22357723577235775]"
1848,"(0.20614035087719298, 0.14977973568281938)","[0.8529411764705882, 0.2013888888888889, 0.2377049180327869]"
